id,Tienda
3635,SOMO FASHION  S.A. DE C.V.
3636,SOMO FASHION  S.A. DE C.V.
3637,SOMO FASHION  S.A. DE C.V.
3638,SOMO FASHION  S.A. DE C.V.
3639,CALZADO TRIPLE SIETE  S.A. DE C.V.
3640,CALZADO TRIPLE SIETE  S.A. DE C.V.
3641,CALZADO TRIPLE SIETE  S.A. DE C.V.
3642,CALZADO LANCREI  S.A. DE C.V.
3643,CALZADO LANCREI  S.A. DE C.V.
3644,CALZADO LANCREI  S.A. DE C.V.
3645,ZAPATERIA ESTRELLA S.A.
3646,ZAPATERIA ESTRELLA S.A.
3647,ZAPATERIA ESTRELLA S.A.
3648,ZAPATERIA ESTRELLA S.A.
3649,ZAPATERIA ESTRELLA S.A.
3650,ZAPATERIAS REMI  S.A. DE C.V.
3651,ZAPATERIAS REMI  S.A. DE C.V.
3652,ZAPATERIAS REMI  S.A. DE C.V.
3653,ZAPATERIAS REMI  S.A. DE C.V.
3654,CALZADOS LLAFER  S.A. DE C.V. Y/O ZAPATERIA LA GUIA
3655,CALZADOS LLAFER  S.A. DE C.V. Y/O ZAPATERIA LA GUIA
3656,GRUPO LA MILAGRESA  S.A. DE C.V. Y/O ZAPATERIA LA MILAGRESA
3657,GRUPO LA MILAGRESA  S.A. DE C.V. Y/O ZAPATERIA LA MILAGRESA
3658,GRUPO LA MILAGRESA  S.A. DE C.V. Y/O ZAPATERIA LA MILAGRESA
3659,GRUPO LA MILAGRESA  S.A. DE C.V. Y/O ZAPATERIA LA MILAGRESA
3660,GRUPO LA MILAGRESA  S.A. DE C.V. Y/O ZAPATERIA LA MILAGRESA
3661,DI STEFANO CALZADO BOUTIQUE Y/O MARIANNE FICHER HEIZ
3662,DI STEFANO CALZADO BOUTIQUE Y/O MARIANNE FICHER HEIZ
3663,DI STEFANO CALZADO BOUTIQUE Y/O MARIANNE FICHER HEIZ
3664,DI STEFANO CALZADO BOUTIQUE Y/O MARIANNE FICHER HEIZ
3665,DI STEFANO CALZADO BOUTIQUE Y/O MARIANNE FICHER HEIZ
3666,GRUPO NICHOLAS  S.A. DE C.V.
3667,GRUPO NICHOLAS  S.A. DE C.V.
3668,GRUPO NICHOLAS  S.A. DE C.V.
3669,GRUPO NICHOLAS  S.A. DE C.V.
3670,GRUPO NICHOLAS  S.A. DE C.V.
3671,TRIMAR  S.A. DE C.V. Y/O PEPE JEANS
3672,TRIMAR  S.A. DE C.V. Y/O PEPE JEANS
3673,TRIMAR  S.A. DE C.V. Y/O PEPE JEANS
3674,GRUPO MODIT  S.A. DE C.V.
3675,GRUPO MODIT  S.A. DE C.V.
3676,GRUPO MODIT  S.A. DE C.V.
3677,CORSETERIA ILUSION Y/O CONCEPCION MERCEDES  LOPEZ RAMIREZ
3678,CORSETERIA ILUSION Y/O CONCEPCION MERCEDES  LOPEZ RAMIREZ
3679,BAZAR ELECTRONICO SATELITE  S. A. DE C. V.
3680,BAZAR ELECTRONICO SATELITE  S. A. DE C. V.
3681,BOMB-ON PAINT BALL  Y/O EDUARDO HORACIO ROCHA VILCHIS
3682,BOMB-ON PAINT BALL  Y/O EDUARDO HORACIO ROCHA VILCHIS
3683,JULY  S.A. DE C.V. Y/O LINEAS
3684,JULY  S.A. DE C.V. Y/O LINEAS
3685,JULY  S.A. DE C.V. Y/O LINEAS
3686,JULY  S.A. DE C.V. Y/O LINEAS
3687,JULY  S.A. DE C.V. Y/O LINEAS
3688,B - FASHION    Y/O   B FASHIONISTAS S. DE R.L. DE  C.V.
3689,B - FASHION    Y/O   B FASHIONISTAS S. DE R.L. DE  C.V.
3690,B - FASHION    Y/O   B FASHIONISTAS S. DE R.L. DE  C.V.
3691,B - FASHION    Y/O   B FASHIONISTAS S. DE R.L. DE  C.V.
3692,OYSHO Y/O OYSHO MEXICO  S.A. DE C.V.
3693,OYSHO Y/O OYSHO MEXICO  S.A. DE C.V.
3694,OYSHO Y/O OYSHO MEXICO  S.A. DE C.V.
3695,OYSHO Y/O OYSHO MEXICO  S.A. DE C.V.
3696,SANTORY INTERNACIONAL  S.A. DE C.V.
3697,SANTORY INTERNACIONAL  S.A. DE C.V.
3698,QUARRY YU/O VICTIMA DE LA MODA  S.A. DE C.V.
3699,QUARRY YU/O VICTIMA DE LA MODA  S.A. DE C.V.
3700,QUARRY YU/O VICTIMA DE LA MODA  S.A. DE C.V.
3701,QUARRY YU/O VICTIMA DE LA MODA  S.A. DE C.V.
3702,QUARRY YU/O VICTIMA DE LA MODA  S.A. DE C.V.
3703,QUARRY YU/O VICTIMA DE LA MODA  S.A. DE C.V.
3704,TIANGUIS DE BELLEZA Y/O JOSE ZAVALA RAMIREZ
3705,NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V.    (SUPERAMA)
3706,NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V.    (SUPERAMA)
3707,NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V.    (SUPERAMA)
3708,NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V.    (SUPERAMA)
3709,STEVE MADDEN MEXICO  S. DE R.L. DE C.V. CONTENEDOR SUDU8779848  AUTOMOTOR 942WP5
3710,STEVE MADDEN MEXICO  S. DE R.L. DE C.V. CONTENEDOR SUDU8779848  AUTOMOTOR 942WP5
3711,TLAPALERIA  Y VARIOS ' LA LUZ '
3712,TLAPALERIA  Y VARIOS ' LA LUZ '
3713,TLAPALERIA  Y VARIOS ' LA LUZ '
3714,TLAPALERIA  Y VARIOS ' LA LUZ '
3715,TLAPALERIA OSKYCEZ
3716,TLAPALERIA Y FERRETERIA AVANTE Y/O CLAUDIA MELGAZA AHUACTZIN
3717,TLAPALERIA Y FERRETERIA AVANTE Y/O CLAUDIA MELGAZA AHUACTZIN
3718,TLAPALERIA Y FERRETERIA AVANTE Y/O CLAUDIA MELGAZA AHUACTZIN
3719,TLAPALERIA DON PIEDRA
3720,TLAPALERIA DON PIEDRA
3721,TLAPALERIA DON PIEDRA
3722,TLAPALERIA DON PIEDRA
3723,TLAPALERIA ANGELES
3724,TLAPALERIA ANGELES
3725,TLAPALERIA ANGELES
3726,TLAPALERIA ANGELES
3727,SURTIDORA FERRETERA VALLEJO SUR S.A. DE C.V.
3728,SURTIDORA FERRETERA VALLEJO SUR S.A. DE C.V.
3729,SURTIDORA FERRETERA VALLEJO SUR S.A. DE C.V.
3730,TLAPALERIA Y FERRETERIA 'LA GUADALUPANA'
3731,TLAPALERIA Y FERRETERIA 'LA GUADALUPANA'
3732,TLAPALERIA Y FERRETERIA 'LA GUADALUPANA'
3733,TLAPALERIA Y FERRETERIA 'LA GUADALUPANA'
3734,TLAPALERIA ACUARIO Y/O JOSE ERASMO DIAZ DIAZ
3735,TLAPALERIA ACUARIO Y/O JOSE ERASMO DIAZ DIAZ
3736,TLAPALERIA ACUARIO Y/O JOSE ERASMO DIAZ DIAZ
3737,TLAPALERIA ACUARIO Y/O JOSE ERASMO DIAZ DIAZ
3738,TLAPALERIA ACUARIO Y/O JOSE ERASMO DIAZ DIAZ
3739,TLAPALERIA ACUARIO Y/O JOSE ERASMO DIAZ DIAZ
3740,TLAPALERIA NAVA?S Y/O LAURA GUTIERREZ GUTIERREZ
3741,TLAPALERIA NAVA?S Y/O LAURA GUTIERREZ GUTIERREZ
3742,TLAPALERIA NAVA?S Y/O LAURA GUTIERREZ GUTIERREZ
3743,TLAPALERIA NAVA?S Y/O LAURA GUTIERREZ GUTIERREZ
3744,TLAPALERIA Y FERRETERIA EL FLAMAZO AZUL
3745,TLAPALERIA Y FERRETERIA EL FLAMAZO AZUL
3746,TLAPALERIA Y FERRETERIA EL FLAMAZO AZUL
3747,TLAPALERIA Y FERRETERIA EL FLAMAZO AZUL
3748,TLAPALERIA Y FERRETERIA EL ARRAZADOR Y/O JOSE CARLOS DIAZ CAMACHO
3749,TLAPALERIA Y FERRETERIA EL ARRAZADOR Y/O JOSE CARLOS DIAZ CAMACHO
3750,TLAPALERIA Y FERRETERIA EL ARRAZADOR Y/O JOSE CARLOS DIAZ CAMACHO
3751,TLAPALERIA Y FERRETERIA EL ARRAZADOR Y/O JOSE CARLOS DIAZ CAMACHO
3752,BEST BUY Y/O BEST BUY STORES  S. DE R.L. DE C.V.
3753,BEST BUY Y/O BEST BUY STORES  S. DE R.L. DE C.V.
3754,BEST BUY Y/O BEST BUY STORES  S. DE R.L. DE C.V.
3755,BEST BUY Y/O BEST BUY STORES  S. DE R.L. DE C.V.
3756,BEST BUY Y/O BEST BUY STORES  S. DE R.L. DE C.V.
3757,BEST BUY Y/O BEST BUY STORES  S. DE R.L. DE C.V.
3758,BEST BUY Y/O BEST BUY STORES  S. DE R.L. DE C.V.
3759,BEST BUY Y/O BEST BUY STORES  S. DE R.L. DE C.V.
3760,TLAPALERIA LA ESFERA
3761,SANBORN HERMANOS  S.A. ( SANBORNS )   Y/O  GRUPO CARSO
3762,SANBORN HERMANOS  S.A. ( SANBORNS )   Y/O  GRUPO CARSO
3763,SANBORN HERMANOS  S.A. ( SANBORNS )   Y/O  GRUPO CARSO
3764,SANBORN HERMANOS  S.A. ( SANBORNS )   Y/O  GRUPO CARSO
3765,SANBORN HERMANOS  S.A. ( SANBORNS )   Y/O  GRUPO CARSO
3766,COPPEL  S.A. DE C.V.
3767,COPPEL  S.A. DE C.V.
3768,COPPEL  S.A. DE C.V.
3769,SANBORN HERMANOS  S.A. ( SANBORNS )
3770,SANBORN HERMANOS  S.A. ( SANBORNS )
3771,RADIO SHACK DE MEXICO  S.A. DE C.V.
3772,RADIO SHACK DE MEXICO  S.A. DE C.V.
3773,RADIO SHACK DE MEXICO  S.A. DE C.V.
3774,RADIO SHACK DE MEXICO  S.A. DE C.V.
3775,RADIO SHACK DE MEXICO  S.A. DE C.V.
3776,RADIO SHACK DE MEXICO  S.A. DE C.V.
3777,CONFECCIONES BENITEZ  S.A. DE C.V.
3778,CONFECCIONES BENITEZ  S.A. DE C.V.
3779,CONFECCIONES BENITEZ  S.A. DE C.V.
3780,NOVEDADES FLORES Y/O EUNICE LETICIA FLORES NAVA
3781,NOVEDADES FLORES Y/O EUNICE LETICIA FLORES NAVA
3782,NOVEDADES FLORES Y/O EUNICE LETICIA FLORES NAVA
3783,ALMAR SOUND LIGHT Y/O ALMAR SOUND LIGHT  S.A. DE C.V.
3784,ALMAR SOUND LIGHT Y/O ALMAR SOUND LIGHT  S.A. DE C.V.
3785,ALMAR SOUND LIGHT Y/O ALMAR SOUND LIGHT  S.A. DE C.V.
3786,ALMAR SOUND LIGHT Y/O ALMAR SOUND LIGHT  S.A. DE C.V.
3787,ALMAR SOUND LIGHT Y/O ALMAR SOUND LIGHT  S.A. DE C.V.
3788,STEUBEN MEXICO  S.A. DE C.V.
3789,STEUBEN MEXICO  S.A. DE C.V.
3790,STEUBEN MEXICO  S.A. DE C.V.
3791,STEUBEN MEXICO  S.A. DE C.V.
3792,STEUBEN MEXICO  S.A. DE C.V.
3793,STEUBEN MEXICO  S.A. DE C.V.
3794,STEUBEN MEXICO  S.A. DE C.V.
3795,STEUBEN MEXICO  S.A. DE C.V.
3796,MEXICO HEBOO  JEWERLY S.A. DE C.V.
3797,MEXICO HEBOO  JEWERLY S.A. DE C.V.
3798,MEXICO HEBOO  JEWERLY S.A. DE C.V.
3799,MEXICO HEBOO  JEWERLY S.A. DE C.V.
3800,MEXICO HEBOO  JEWERLY S.A. DE C.V.
3801,MEXICO HEBOO  JEWERLY S.A. DE C.V.
3802,MEXICO HEBOO  JEWERLY S.A. DE C.V.
3803,MIRINE Y/O YOU KEUN CHAN
3804,MIRINE Y/O YOU KEUN CHAN
3805,MIRINE Y/O YOU KEUN CHAN
3806,MIRINE Y/O YOU KEUN CHAN
3807,MIRINE Y/O YOU KEUN CHAN
3808,WATA GROUP  S.A. DE C.V. Y/O CKLASS EL CALZADO DE LAS ESTRELLAS
3809,WATA GROUP  S.A. DE C.V. Y/O CKLASS EL CALZADO DE LAS ESTRELLAS
3810,WATA GROUP  S.A. DE C.V. Y/O CKLASS EL CALZADO DE LAS ESTRELLAS
3811,WATA GROUP  S.A. DE C.V. Y/O CKLASS EL CALZADO DE LAS ESTRELLAS
3812,WATA GROUP  S.A. DE C.V. Y/O CKLASS EL CALZADO DE LAS ESTRELLAS
3813,MANUFACTURAS DE CALZADO FINO  S.A. DE C.V.  Y/O ZAPATERIA JEAN PIERRE
3814,MANUFACTURAS DE CALZADO FINO  S.A. DE C.V.  Y/O ZAPATERIA JEAN PIERRE
3815,MANUFACTURAS DE CALZADO FINO  S.A. DE C.V.  Y/O ZAPATERIA JEAN PIERRE
3816,ZAPATERIA ELEGANCIA
3817,ZAPATERIA ELEGANCIA
3818,ZAPATERIA ELEGANCIA
3819,ZAPATERIA ELEGANCIA
3820,CREACIONES AMIEIRO  S.A. DE C.V.
3821,CREACIONES AMIEIRO  S.A. DE C.V.
3822,CREACIONES AMIEIRO  S.A. DE C.V.
3823,GRUPO EMY-PROMODA  S.A. DE C.V. Y/O PROMODA
3824,GRUPO EMY-PROMODA  S.A. DE C.V. Y/O PROMODA
3825,GRUPO EMY-PROMODA  S.A. DE C.V. Y/O PROMODA
3826,GRUPO EMY-PROMODA  S.A. DE C.V. Y/O PROMODA
3827,GRUPO EMY-PROMODA  S.A. DE C.V. Y/O PROMODA
3828,GRUPO EMY-PROMODA  S.A. DE C.V. Y/O PROMODA
3829,GRUPO EMY-PROMODA  S.A. DE C.V. Y/O PROMODA
3830,GRUPO EMY-PROMODA  S.A. DE C.V. Y/O PROMODA
3831,GRUPO EMY-PROMODA  S.A. DE C.V. Y/O PROMODA
3832,DICASS SPORT  Y/O EDUARDO CASSANI MORALES
3833,CREMERIA LA FLOR DE JALISCO
3834,MATERIAS PRIMAS CASA TAPIA
3835,IMPORTADORA TEXCOCO HERMANOS  S.A. DE C.V.  PLACA 185AL1  CONTDOR TCLU4409510
3836,IMPORTADORA TEXCOCO HERMANOS  S.A. DE C.V.  PLACA 185AL1  CONTDOR TCLU4409510
3837,IMPORTADORA TEXCOCO HERMANOS  S.A. DE C.V.  PLACA 185AL1  CONTDOR TCLU4409510
3838,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V.  PLACA NX00783  CONTDOR TCLU9857369
3839,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V.  PLACA NX00783  CONTDOR TCLU9857369
3840,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V.  PLACA NX00783  CONTDOR TCLU9857369
3841,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V.  PLACA NX00783  CONTDOR TCLU9857369
3842,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V.  PLACA NX00783  CONTDOR TCLU9857369
3843,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V.  PLACA NX00783  CONTDOR TCLU9857369
3844,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V.  PLACA NX00783  CONTDOR TCLU9857369
3845,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V.  PLACA NX00783  CONTDOR TCLU9857369
3846,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V.  PLACA NX00783  CONTDOR TCLU9857369
3847,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V.  PLACA NX00783  CONTDOR TCLU9857369
3848,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V.  PLACA NX00783  CONTDOR TCLU9857369
3849,ARTICULOS DIECIOCHO  S.A. DE C.V.  PLACA 928AR6  CONTDOR SUDU8576650
3850,ARTICULOS DIECIOCHO  S.A. DE C.V.  PLACA 928AR6  CONTDOR SUDU8576650
3851,ARTICULOS DIECIOCHO  S.A. DE C.V.  PLACA 928AR6  CONTDOR SUDU8576650
3852,ARTICULOS DIECIOCHO  S.A. DE C.V.  PLACA 928AR6  CONTDOR SUDU8576650
3853,FANTASIA EL SULTAN  S.A. DE C.V. PLACA 029AG1  CONTDOR MSCU9718504
3854,FANTASIA EL SULTAN  S.A. DE C.V. PLACA 029AG1  CONTDOR MSCU9718504
3855,FANTASIA EL SULTAN  S.A. DE C.V. PLACA 029AG1  CONTDOR MSCU9718504
3856,FANTASIA EL SULTAN  S.A. DE C.V. PLACA 029AG1  CONTDOR MSCU9718504
3857,PIZOS CREATIVOS  S DE RL DE CV  PLACA 995CT3  CONTDOR CNIU1162155
3858,DISTRIBUIDORA CELULAR DE LA ZONA CENTRO  S.A. DE C.V. Y/O MOBO SHOP
3859,DISTRIBUIDORA CELULAR DE LA ZONA CENTRO  S.A. DE C.V. Y/O MOBO SHOP
3860,CONCEPTOS INTERNACIONALES DE BELLEZA  S.A. DE C.V.
3861,CONCEPTOS INTERNACIONALES DE BELLEZA  S.A. DE C.V.
3862,CONCEPTOS INTERNACIONALES DE BELLEZA  S.A. DE C.V.
3863,CONCEPTOS INTERNACIONALES DE BELLEZA  S.A. DE C.V.
3864,CONCEPTOS INTERNACIONALES DE BELLEZA  S.A. DE C.V.
3865,CONCEPTOS INTERNACIONALES DE BELLEZA  S.A. DE C.V.
3866,CONCEPTOS INTERNACIONALES DE BELLEZA  S.A. DE C.V.
3867,SUBURBIA  S. DE R.L. DE C.V. (SUBURBIA)
3868,SUBURBIA  S. DE R.L. DE C.V. (SUBURBIA)
3869,SUBURBIA  S. DE R.L. DE C.V. (SUBURBIA)
3870,GRUPO NALAIM  S.A. DE C.V. Y/O USA SHOES
3871,GRUPO NALAIM  S.A. DE C.V. Y/O USA SHOES
3872,GRUPO NALAIM  S.A. DE C.V. Y/O USA SHOES
3873,GRUPO NALAIM  S.A. DE C.V. Y/O USA SHOES
3874,GRUPO NALAIM  S.A. DE C.V. Y/O USA SHOES
3875,GRUPO NALAIM  S.A. DE C.V. Y/O USA SHOES
3876,GRUPO NALAIM  S.A. DE C.V. Y/O USA SHOES
3877,QUALITY TOOLS  S.A. DE C.V. CONTENEDOR EITU1478744  AUTOMOTOR 493AP6
3878,QUALITY TOOLS  S.A. DE C.V. CONTENEDOR EITU1478744  AUTOMOTOR 493AP6
3879,QUALITY TOOLS  S.A. DE C.V. CONTENEDOR EITU1478744  AUTOMOTOR 493AP6
3880,QUALITY TOOLS  S.A. DE C.V. CONTENEDOR EITU1478744  AUTOMOTOR 493AP6
3881,VEHICULO AUTOMOTOR CON PLACA DE CIRCULACION 384-AG-1 CONTENEDOR MSCU 8402018
3882,VEHICULO AUTOMOTOR CON PLACA DE CIRCULACION 384-AG-1 CONTENEDOR MSCU 8402018
3883,VEHICULO AUTOMOTOR CON PLACA DE CIRCULACION 384-AG-1 CONTENEDOR MSCU 8402018
3884,VEHICULO AUTOMOTOR CON PLACA DE CIRCULACION 384-AG-1 CONTENEDOR MSCU 8402018
3885,VEHICULO AUTOMOTOR CON PLACA DE CIRCULACION 384-AG-1 CONTENEDOR MSCU 8402018
3886,IMPORTADORA TAXCO HERMANOS  S.A. DE C.V. CONTENEDOR HLXU8404398  PLACA 088ES3
3887,IMPORTADORA TAXCO HERMANOS  S.A. DE C.V. CONTENEDOR HLXU8404398  PLACA 088ES3
3888,IMPORTADORA TAXCO HERMANOS  S.A. DE C.V. CONTENEDOR HLXU8404398  PLACA 088ES3
3889,IMPORTADORA TAXCO HERMANOS  S.A. DE C.V. CONTENEDOR HLXU8404398  PLACA 088ES3
3890,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V. CONTENEDOR MSCU8438160  PLACA 260EY5
3891,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V. CONTENEDOR MSCU8438160  PLACA 260EY5
3892,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V. CONTENEDOR MSCU8438160  PLACA 260EY5
3893,COMERCIALIZADORA CHINA MEXICO  S.A. DE C.V. CONTENEDOR MSCU8438160  PLACA 260EY5
3894,SOL DEL ORIENTE  S.A. DE C.V. CONTENEDOR TGHU6543770
3895,SOL DEL ORIENTE  S.A. DE C.V. CONTENEDOR TGHU6543770
3896,SOL DEL ORIENTE  S.A. DE C.V. CONTENEDOR TGHU6543770
3897,VEHICULO AUTOMOTOR CON PLACA DE CIRCULACION 064-EV-6 CONTENEDOR EMHU264279
3898,VEHICULO AUTOMOTOR PLACA DE CIRCULACION 576-VJ-6 CONTENEDOR NUMERO HLXU3252055
3899,VEHICULO AUTOMOTOR PLACA DE CIRCULACION 576-VJ-6 CONTENEDOR NUMERO HLXU3252055
3900,ARTESANIAS Y NOVEDADES LA PERLA
3901,ARTESANIAS Y NOVEDADES LA PERLA
3902,ARTESANIAS Y NOVEDADES LA PERLA
3903,ARTESANIAS Y NOVEDADES LA PERLA
3904,ARTESANIAS Y NOVEDADES LA PERLA
3905,ARTESANIAS Y NOVEDADES LA PERLA
3906,ARTESANIAS Y NOVEDADES LA PERLA
3907,ARTESANIAS Y NOVEDADES LA PERLA
3908,NUEVA KAICHAO  S.A. DE C.V.
3909,NUEVA KAICHAO  S.A. DE C.V.
3910,NUEVA KAICHAO  S.A. DE C.V.
3911,NIX IMPORTACIONES  S.A. DE C.V.
3912,NIX IMPORTACIONES  S.A. DE C.V.
3913,NIX IMPORTACIONES  S.A. DE C.V.
3914,NIX IMPORTACIONES  S.A. DE C.V.
3915,NIX IMPORTACIONES  S.A. DE C.V.
3916,MERRY TECH INTERNACIONAL  S.A. DE C.V.
3917,MERRY TECH INTERNACIONAL  S.A. DE C.V.
3918,MERRY TECH INTERNACIONAL  S.A. DE C.V.
3919,FATASIAS MIGUEL  S.A. DE C.V.  PLACA 310AM3   CONTDOR FCIU4097861
3920,FATASIAS MIGUEL  S.A. DE C.V.  PLACA 310AM3   CONTDOR FCIU4097861
3921,FATASIAS MIGUEL  S.A. DE C.V.  PLACA 310AM3   CONTDOR FCIU4097861
3922,RINCON DE REGALOS  S.A. DE C.V.
3923,RINCON DE REGALOS  S.A. DE C.V.
3924,RINCON DE REGALOS  S.A. DE C.V.
3925,RINCON DE REGALOS  S.A. DE C.V.
3926,RINCON DE REGALOS  S.A. DE C.V.
3927,RINCON DE REGALOS  S.A. DE C.V.
3928,LANQING SHOU
3929,LANQING SHOU
3930,LANQING SHOU
3931,LANQING SHOU
3932,LANQING SHOU
3933,LANQING SHOU
3934,TLAPALERIA  FERRETERIA Y MATERIAL PARA LA CONSTRUCCION Y/O CLUDIA ISABEL RUIZ D
3935,TLAPALERIA  FERRETERIA Y MATERIAL PARA LA CONSTRUCCION Y/O CLUDIA ISABEL RUIZ D
3936,TLAPALERIA  FERRETERIA Y MATERIAL PARA LA CONSTRUCCION Y/O CLUDIA ISABEL RUIZ D
3937,TLAPALERIA  FERRETERIA Y MATERIAL PARA LA CONSTRUCCION Y/O CLUDIA ISABEL RUIZ D
3938,TLAPALERIA SIN NOMBRE
3939,TLAPALERIA SIN NOMBRE
3940,TLAPALERIA SIN NOMBRE
3941,ARTICULOS DE PLOMERIA EN GENERAL SUAREZ
3942,ARTICULOS DE PLOMERIA EN GENERAL SUAREZ
3943,ARTICULOS DE PLOMERIA EN GENERAL SUAREZ
3944,ARTICULOS DE PLOMERIA EN GENERAL SUAREZ
3945,CENTRO TORNILLERO S.A.
3946,CENTRO TORNILLERO S.A.
3947,CENTRO TORNILLERO S.A.
3948,TLAPALERIA Y FERRETERIA EL PORVENIR
3949,TLAPALERIA Y FERRETERIA EL PORVENIR
3950,TLAPALERIA Y FERRETERIA EL PORVENIR
3951,TLAPALERIA Y FERRETERIA EL PORVENIR
3952,TLAPALERIA Y FERRETERIA EL PORVENIR
3953,TLAPALERIA FERRETERIA Y PLOMERIA SIN NOMBRE
3954,TLAPALERIA FERRETERIA Y PLOMERIA SIN NOMBRE
3955,TLAPALERIA FERRETERIA Y PLOMERIA SIN NOMBRE
3956,COMERCIALIZADORA DE LACTEOS  S.A. DE C.V.
3957,COMERCIALIZADORA DE LACTEOS  S.A. DE C.V.
3958,COMERCIALIZADORA DE LACTEOS  S.A. DE C.V.
3959,COMERCIALIZADORA DE LACTEOS  S.A. DE C.V.
3960,COTIJA MERCANTIL  S.A. DE C.V.
3961,COTIJA MERCANTIL  S.A. DE C.V.
3962,COTIJA MERCANTIL  S.A. DE C.V.
3963,COTIJA MERCANTIL  S.A. DE C.V.
3964,TIENDAS CHEDRAUI S.A. DE C.V.
3965,TIENDAS CHEDRAUI S.A. DE C.V.
3966,TIENDAS CHEDRAUI S.A. DE C.V.
3967,TIENDAS CHEDRAUI S.A. DE C.V.
3968,TIENDAS CHEDRAUI S.A. DE C.V.
3969,TIENDAS CHEDRAUI S.A. DE C.V.
3970,TIENDAS CHEDRAUI S.A. DE C.V.
3971,TIENDAS CHEDRAUI S.A. DE C.V.
3972,TIENDAS CHEDRAUI S.A. DE C.V.
3973,TIENDAS CHEDRAUI S.A. DE C.V.
3974,TIENDAS CHEDRAUI S.A. DE C.V.
3975,TIENDAS CHEDRAUI S.A. DE C.V.
3976,TIENDAS CHEDRAUI S.A. DE C.V.
3977,TIENDAS CHEDRAUI S.A. DE C.V.
3978,TIENDAS CHEDRAUI S.A. DE C.V.
3979,TIENDAS CHEDRAUI S.A. DE C.V.
3980,TIENDAS CHEDRAUI S.A. DE C.V.
3981,TIENDAS CHEDRAUI S.A. DE C.V.
3982,TIENDAS CHEDRAUI S.A. DE C.V.
3983,TIENDAS CHEDRAUI S.A. DE C.V.
3984,COSTCO DE MEXICO  S.A. DE C.V.
3985,COSTCO DE MEXICO  S.A. DE C.V.
3986,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.   ( MEGA COMERCIAL MEXICANA )
3987,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.   ( MEGA COMERCIAL MEXICANA )
3988,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.   ( MEGA COMERCIAL MEXICANA )
3989,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.   ( MEGA COMERCIAL MEXICANA )
3990,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.   ( MEGA COMERCIAL MEXICANA )
3991,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.   ( MEGA COMERCIAL MEXICANA )
3992,IMPERIO LONG  S.A. DE C.V.
3993,IMPERIO LONG  S.A. DE C.V.
3994,IMPERIO LONG  S.A. DE C.V.
3995,IMPERIO LONG  S.A. DE C.V.
3996,EL SITIO AUTOPARTES
3997,EL SITIO AUTOPARTES
3998,EL SITIO AUTOPARTES
3999,EL SITIO AUTOPARTES
4000,EL SITIO AUTOPARTES
4001,EL SITIO AUTOPARTES
4002,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (SUPERAMA)
4003,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (SUPERAMA)
4004,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (SUPERAMA)
4005,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (SUPERAMA)
4006,TIENDAS SORIANA  S.A. DE C.V.
4007,TIENDAS SORIANA  S.A. DE C.V.
4008,TIENDAS SORIANA  S.A. DE C.V.
4009,TIENDAS SORIANA  S.A. DE C.V.
4010,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (TIENDA WALMART)
4011,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (TIENDA WALMART)
4012,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (TIENDA WALMART)
4013,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (TIENDA WALMART)
4014,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (TIENDA WALMART)
4015,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (TIENDA WALMART)
4016,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (TIENDA WALMART)
4017,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (TIENDA WALMART)
