id,Tienda
13189,ABARROTES CASA SUAREZ Y/O ALFREDO SUAREZ RODRIGUEZ
13190,ABARROTES CASA SUAREZ Y/O ALFREDO SUAREZ RODRIGUEZ
13191,ABARROTES CASA SUAREZ Y/O ALFREDO SUAREZ RODRIGUEZ
13192,ABARROTES CASA SUAREZ Y/O ALFREDO SUAREZ RODRIGUEZ
13193,ABARROTES  VINOS Y LICORES ARCON Y/O MARIA CONCEPCION LOPEZ
13194,ABARROTES  VINOS Y LICORES ARCON Y/O MARIA CONCEPCION LOPEZ
13195,ABARROTES  VINOS Y LICORES ARCON Y/O MARIA CONCEPCION LOPEZ
13196,ABARROTES  VINOS Y LICORES ARCON Y/O MARIA CONCEPCION LOPEZ
13197,ABARROTES  CREMERIA  VINOS Y LICORES JALISCO Y/O MARIO ESTEBAN OROZCO ORNELAS
13198,ABARROTES  CREMERIA  VINOS Y LICORES JALISCO Y/O MARIO ESTEBAN OROZCO ORNELAS
13199,ABARROTES  CREMERIA  VINOS Y LICORES JALISCO Y/O MARIO ESTEBAN OROZCO ORNELAS
13200,ABARROTES  CREMERIA  VINOS Y LICORES JALISCO Y/O MARIO ESTEBAN OROZCO ORNELAS
13201,CADENA COMERCIAL OXXO  S. A. DE C. V.
13202,CADENA COMERCIAL OXXO  S. A. DE C. V.
13203,CADENA COMERCIAL OXXO  S. A. DE C. V.
13204,CADENA COMERCIAL OXXO  S. A. DE C. V.
13205,BABY CREYSI Y/O TBB S. A. DE C. V.
13206,BABY CREYSI Y/O TBB S. A. DE C. V.
13207,BABY CREYSI Y/O TBB S. A. DE C. V.
13208,BABY CREYSI Y/O TBB S. A. DE C. V.
13209,ABARROTES HERNANDEZ Y/O BASILIA HERNANDEZ HERNANDEZ
13210,ABARROTES HERNANDEZ Y/O BASILIA HERNANDEZ HERNANDEZ
13211,ABARROTES HERNANDEZ Y/O BASILIA HERNANDEZ HERNANDEZ
13212,ABARROTES HERNANDEZ Y/O BASILIA HERNANDEZ HERNANDEZ
13213,MISCELANEA LA ESCONDIDA Y/O NOEMI MARISOL ORTEGA GONZALEZ
13214,MISCELANEA LA ESCONDIDA Y/O NOEMI MARISOL ORTEGA GONZALEZ
13215,MISCELANEA LA ESCONDIDA Y/O NOEMI MARISOL ORTEGA GONZALEZ
13216,MISCELANEA LA ESCONDIDA Y/O NOEMI MARISOL ORTEGA GONZALEZ
13217,ABARROTES MORELOS Y/O RAMIRO MORELOS ACOSTA
13218,ABARROTES MORELOS Y/O RAMIRO MORELOS ACOSTA
13219,ABARROTES MORELOS Y/O RAMIRO MORELOS ACOSTA
13220,ABARROTES MORELOS Y/O RAMIRO MORELOS ACOSTA
13221,ABARROTES Y CREMERIA 2 HERMANOS Y/O CECILIA AGUILERA TORRES
13222,ABARROTES Y CREMERIA 2 HERMANOS Y/O CECILIA AGUILERA TORRES
13223,ABARROTES Y CREMERIA 2 HERMANOS Y/O CECILIA AGUILERA TORRES
13224,ABARROTES Y CREMERIA 2 HERMANOS Y/O CECILIA AGUILERA TORRES
13225,MODELORAMA LA VACA NAO Y/O MIGUEL ANGEL CRUZ JOSE
13226,MODELORAMA LA VACA NAO Y/O MIGUEL ANGEL CRUZ JOSE
13227,MODELORAMA LA VACA NAO Y/O MIGUEL ANGEL CRUZ JOSE
13228,MODELORAMA LA VACA NAO Y/O MIGUEL ANGEL CRUZ JOSE
13229,ABARROTES BETO Y/O ROSARIO RAFAEL VICENS PARQUILLOS
13230,ABARROTES BETO Y/O ROSARIO RAFAEL VICENS PARQUILLOS
13231,ABARROTES BETO Y/O ROSARIO RAFAEL VICENS PARQUILLOS
13232,ABARROTES BETO Y/O ROSARIO RAFAEL VICENS PARQUILLOS
13233,ZAPATERIA LA LUNA Y/O CALZADOS GARARI  S. A. DE C .V.
13234,ZAPATERIA LA LUNA Y/O CALZADOS GARARI  S. A. DE C .V.
13235,ZAPATERIA LA LUNA Y/O CALZADOS GARARI  S. A. DE C .V.
13236,ZAPATERIA LA LUNA Y/O CALZADOS GARARI  S. A. DE C .V.
13237,ABARROTES KARLA Y/O URBANO MARTINEZ GONZALEZ
13238,ABARROTES KARLA Y/O URBANO MARTINEZ GONZALEZ
13239,ABARROTES KARLA Y/O URBANO MARTINEZ GONZALEZ
13240,ABARROTES KARLA Y/O URBANO MARTINEZ GONZALEZ
13241,LACTEOS EL POTRERO Y/O KAREN FRAGOSO REYES
13242,LACTEOS EL POTRERO Y/O KAREN FRAGOSO REYES
13243,LACTEOS EL POTRERO Y/O KAREN FRAGOSO REYES
13244,LACTEOS EL POTRERO Y/O KAREN FRAGOSO REYES
13245,MISCELANEA GARCIA Y/O MARTHA GARCIA GARCIA
13246,MISCELANEA GARCIA Y/O MARTHA GARCIA GARCIA
13247,MISCELANEA GARCIA Y/O MARTHA GARCIA GARCIA
13248,MISCELANEA GARCIA Y/O MARTHA GARCIA GARCIA
13249,ABARROTES DELFI Y/O EUSTAQUIO TREJO CRUZ
13250,ABARROTES DELFI Y/O EUSTAQUIO TREJO CRUZ
13251,ABARROTES DELFI Y/O EUSTAQUIO TREJO CRUZ
13252,ABARROTES DELFI Y/O EUSTAQUIO TREJO CRUZ
13253,VINOS Y LICORES LA FAMA Y/O LONGINO MIJANGOS VILLAFANIA
13254,VINOS Y LICORES LA FAMA Y/O LONGINO MIJANGOS VILLAFANIA
13255,VINOS Y LICORES LA FAMA Y/O LONGINO MIJANGOS VILLAFANIA
13256,VINOS Y LICORES LA FAMA Y/O LONGINO MIJANGOS VILLAFANIA
13257,ABARROTES TEPA Y/O ELVIA GONZALEZ VARGAS
13258,ABARROTES TEPA Y/O ELVIA GONZALEZ VARGAS
13259,ABARROTES TEPA Y/O ELVIA GONZALEZ VARGAS
13260,ABARROTES TEPA Y/O ELVIA GONZALEZ VARGAS
13261,ABARROTES MARY Y/O MARIA DE LA LUZ GONZALEZ SANCHEZ
13262,ABARROTES MARY Y/O MARIA DE LA LUZ GONZALEZ SANCHEZ
13263,ABARROTES MARY Y/O MARIA DE LA LUZ GONZALEZ SANCHEZ
13264,ABARROTES MARY Y/O MARIA DE LA LUZ GONZALEZ SANCHEZ
13265,ABARROTES ROCIO Y/O ARMANDO FLORES ZEFERINO
13266,ABARROTES ROCIO Y/O ARMANDO FLORES ZEFERINO
13267,ABARROTES ROCIO Y/O ARMANDO FLORES ZEFERINO
13268,ABARROTES ROCIO Y/O ARMANDO FLORES ZEFERINO
13269,BOUTIQUE JULIO Y/O GRUPO JULIO  S. A. DE C. V.
13270,BOUTIQUE JULIO Y/O GRUPO JULIO  S. A. DE C. V.
13271,BOUTIQUE JULIO Y/O GRUPO JULIO  S. A. DE C. V.
13272,ABARROTES ANITA Y/O MARIA GUADALUPE PAREDES MERCADO
13273,ABARROTES ANITA Y/O MARIA GUADALUPE PAREDES MERCADO
13274,ABARROTES ANITA Y/O MARIA GUADALUPE PAREDES MERCADO
13275,ABARROTES ANITA Y/O MARIA GUADALUPE PAREDES MERCADO
13276,ABARROTES ISRAEL Y/O ARCELIA M. DE GANTE CORTES
13277,ABARROTES ISRAEL Y/O ARCELIA M. DE GANTE CORTES
13278,ABARROTES ISRAEL Y/O ARCELIA M. DE GANTE CORTES
13279,ABARROTES ISRAEL Y/O ARCELIA M. DE GANTE CORTES
13280,ABARROTES GOKU Y/O MARIA DE JESUS MARTINEZ VILLACENCIO
13281,ABARROTES GOKU Y/O MARIA DE JESUS MARTINEZ VILLACENCIO
13282,ABARROTES GOKU Y/O MARIA DE JESUS MARTINEZ VILLACENCIO
13283,ABARROTES GOKU Y/O MARIA DE JESUS MARTINEZ VILLACENCIO
13284,ABARROTES LOS MICHOACANOS Y/O MARIA GARCIA PEÑALOZA
13285,ABARROTES LOS MICHOACANOS Y/O MARIA GARCIA PEÑALOZA
13286,ABARROTES LOS MICHOACANOS Y/O MARIA GARCIA PEÑALOZA
13287,ABARROTES LOS MICHOACANOS Y/O MARIA GARCIA PEÑALOZA
13288,LA SURTIDORA DE ECATEPEC Y/O MARTHA BEATRIZ GONZALEZ TAPIA
13289,LA SURTIDORA DE ECATEPEC Y/O MARTHA BEATRIZ GONZALEZ TAPIA
13290,LA SURTIDORA DE ECATEPEC Y/O MARTHA BEATRIZ GONZALEZ TAPIA
13291,LA SURTIDORA DE ECATEPEC Y/O MARTHA BEATRIZ GONZALEZ TAPIA
13292,LA SURTIDORA DE ECATEPEC Y/O MARTHA BEATRIZ GONZALEZ TAPIA
13293,LA SURTIDORA DE ECATEPEC Y/O MARTHA BEATRIZ GONZALEZ TAPIA
13294,LA SURTIDORA DE ECATEPEC Y/O MARTHA BEATRIZ GONZALEZ TAPIA
13295,LA SURTIDORA DE ECATEPEC Y/O MARTHA BEATRIZ GONZALEZ TAPIA
13296,ABARROTES  MATERIAS PRIMAS  CHILES SECOS Y SEMILLAS EL RUISEÑOR Y/O JR EL RUISEÑ
13297,ABARROTES  MATERIAS PRIMAS  CHILES SECOS Y SEMILLAS EL RUISEÑOR Y/O JR EL RUISEÑ
13298,ABARROTES  MATERIAS PRIMAS  CHILES SECOS Y SEMILLAS EL RUISEÑOR Y/O JR EL RUISEÑ
13299,ABARROTES  MATERIAS PRIMAS  CHILES SECOS Y SEMILLAS EL RUISEÑOR Y/O JR EL RUISEÑ
13300,ABARROTES  VINOS Y LICORES LA BARATA
13301,ABARROTES  VINOS Y LICORES LA BARATA
13302,ABARROTES  VINOS Y LICORES LA BARATA
13303,ABARROTES  VINOS Y LICORES LA BARATA
13304,ABARROTES  VINOS Y LICORES LA BARATA
13305,ABARROTES  VINOS Y LICORES LA BARATA
13306,ABARROTES  VINOS Y LICORES LA BARATA
13307,ABARROTES  VINOS Y LICORES LA BARATA
13308,ABARROTES  VINOS Y LICORES LA BARATA
13309,ABARROTES Y SEMILLAS JUANITA Y/O JUANA LINO SOTERO
13310,ABARROTES Y SEMILLAS JUANITA Y/O JUANA LINO SOTERO
13311,ABARROTES Y SEMILLAS JUANITA Y/O JUANA LINO SOTERO
13312,ABARROTES Y SEMILLAS JUANITA Y/O JUANA LINO SOTERO
13313,CREMERIA ALEGIM Y/O MINERVA HERNANDEZ ROSADO
13314,CREMERIA ALEGIM Y/O MINERVA HERNANDEZ ROSADO
13315,CREMERIA ALEGIM Y/O MINERVA HERNANDEZ ROSADO
13316,CREMERIA ALEGIM Y/O MINERVA HERNANDEZ ROSADO
13317,ABARROTES DON MANUEL Y/O MARCOS GARCIA VALENZUELA
13318,ABARROTES DON MANUEL Y/O MARCOS GARCIA VALENZUELA
13319,ABARROTES DON MANUEL Y/O MARCOS GARCIA VALENZUELA
13320,ABARROTES DON MANUEL Y/O MARCOS GARCIA VALENZUELA
13321,27 MICRAS INTERNACIONAL  S. A. DE C. V.
13322,27 MICRAS INTERNACIONAL  S. A. DE C. V.
13323,27 MICRAS INTERNACIONAL  S. A. DE C. V.
13324,27 MICRAS INTERNACIONAL  S. A. DE C. V.
13325,PRODUCTOS DE CONSUMO Z  S. A. DE C. V.
13326,PRODUCTOS DE CONSUMO Z  S. A. DE C. V.
13327,PRODUCTOS DE CONSUMO Z  S. A. DE C. V.
13328,PRODUCTOS DE CONSUMO Z  S. A. DE C. V.
13329,BODEGA AURRERA Y/O NUEVA WAL MART DE MEXICO S DE RL DE C. V.
13330,BODEGA AURRERA Y/O NUEVA WAL MART DE MEXICO S DE RL DE C. V.
13331,BODEGA AURRERA Y/O NUEVA WAL MART DE MEXICO S DE RL DE C. V.
13332,BODEGA AURRERA Y/O NUEVA WAL MART DE MEXICO S DE RL DE C. V.
13333,ABARROTES LA CHIQUITA Y/O YOLANDA AVILES NAVARRETE
13334,ABARROTES LA CHIQUITA Y/O YOLANDA AVILES NAVARRETE
13335,ABARROTES LA CHIQUITA Y/O YOLANDA AVILES NAVARRETE
13336,ABARROTES LA CHIQUITA Y/O YOLANDA AVILES NAVARRETE
13337,MISTER TENNIS Y/O CONSORCIO MISTERT  S. A. DE C. V.
13338,MISTER TENNIS Y/O CONSORCIO MISTERT  S. A. DE C. V.
13339,MISTER TENNIS Y/O CONSORCIO MISTERT  S. A. DE C. V.
13340,MISTER TENNIS Y/O CONSORCIO MISTERT  S. A. DE C. V.
13341,MISTER TENNIS Y/O CONSORCIO MISTERT  S. A. DE C. V.
13342,CADENA COMERCIAL OXXO  S. A. DE C. V.
13343,CADENA COMERCIAL OXXO  S. A. DE C. V.
13344,CADENA COMERCIAL OXXO  S. A. DE C. V.
13345,CADENA COMERCIAL OXXO  S. A. DE C. V.
13346,TIENDAS SORIANA  S. A. DE C. V.
13347,TIENDAS SORIANA  S. A. DE C. V.
13348,TIENDAS SORIANA  S. A. DE C. V.
13349,TIENDAS SORIANA  S. A. DE C. V.
13350,CINEPOLIS DE MEXICO  S. A. DE C. V.
13351,ABARROTES MARYCHUY  Y/O SORAYA SANCHEZ MARTINEZ
13352,ABARROTES MARYCHUY  Y/O SORAYA SANCHEZ MARTINEZ
13353,ABARROTES MARYCHUY  Y/O SORAYA SANCHEZ MARTINEZ
13354,ABARROTES MARYCHUY  Y/O SORAYA SANCHEZ MARTINEZ
13355,ABARROTES PEREZ Y/O GABRIELA GUTIERREZ VAZQUEZ
13356,ABARROTES PEREZ Y/O GABRIELA GUTIERREZ VAZQUEZ
13357,ABARROTES PEREZ Y/O GABRIELA GUTIERREZ VAZQUEZ
13358,ABARROTES PEREZ Y/O GABRIELA GUTIERREZ VAZQUEZ
13359,ATLETICA Y/O COMERCIALIZADORA LAZER ATLETICA  S. A. DE C. V.
13360,ALL SPORTS Y/O TERESA GUADALUPE ALCALA ORTEGA
13361,ALL SPORTS Y/O TERESA GUADALUPE ALCALA ORTEGA
13362,ALL SPORTS Y/O TERESA GUADALUPE ALCALA ORTEGA
13363,ABARROTES PAO Y/O GUADALUPE AGUILAR HERNANDEZ
13364,ABARROTES PAO Y/O GUADALUPE AGUILAR HERNANDEZ
13365,ABARROTES PAO Y/O GUADALUPE AGUILAR HERNANDEZ
13366,ABARROTES PAO Y/O GUADALUPE AGUILAR HERNANDEZ
13367,ABARROTES BELEM Y/O MARIO ALVARADO MORALES
13368,ABARROTES BELEM Y/O MARIO ALVARADO MORALES
13369,ABARROTES BELEM Y/O MARIO ALVARADO MORALES
13370,ABARROTES BELEM Y/O MARIO ALVARADO MORALES
13371,ABARROTES  VINOS  LICORES Y CREMERIA EN GENERAL LA PERLA TAPATIA Y/O HUMBERTO GO
13372,ABARROTES  VINOS  LICORES Y CREMERIA EN GENERAL LA PERLA TAPATIA Y/O HUMBERTO GO
13373,ABARROTES  VINOS  LICORES Y CREMERIA EN GENERAL LA PERLA TAPATIA Y/O HUMBERTO GO
13374,ABARROTES  VINOS  LICORES Y CREMERIA EN GENERAL LA PERLA TAPATIA Y/O HUMBERTO GO
13375,ABARROTES LA POBLANA Y/O MARIA ELISA SUAREZ GARCIA
13376,ABARROTES LA POBLANA Y/O MARIA ELISA SUAREZ GARCIA
13377,ABARROTES LA POBLANA Y/O MARIA ELISA SUAREZ GARCIA
13378,ABARROTES LA POBLANA Y/O MARIA ELISA SUAREZ GARCIA
13379,27 MICRAS INTERNACIONAL  S. A. DE C. V.
13380,27 MICRAS INTERNACIONAL  S. A. DE C. V.
13381,27 MICRAS INTERNACIONAL  S. A. DE C. V.
13382,ABARROTES HERNANDEZ Y/O LUIS ISIDRO HERANDEZ FLORES
13383,ABARROTES HERNANDEZ Y/O LUIS ISIDRO HERANDEZ FLORES
13384,ABARROTES HERNANDEZ Y/O LUIS ISIDRO HERANDEZ FLORES
13385,ABARROTES HERNANDEZ Y/O LUIS ISIDRO HERANDEZ FLORES
13386,VINOS LA ZACATECANA Y/O AURORA ENRIQUEZ ACEVEDO
13387,VINOS LA ZACATECANA Y/O AURORA ENRIQUEZ ACEVEDO
13388,VINOS LA ZACATECANA Y/O AURORA ENRIQUEZ ACEVEDO
13389,VINOS LA ZACATECANA Y/O AURORA ENRIQUEZ ACEVEDO
13390,ABARROTES MARMOTA Y/O MONICA FLORES OCEGERA
13391,ABARROTES MARMOTA Y/O MONICA FLORES OCEGERA
13392,ABARROTES MARMOTA Y/O MONICA FLORES OCEGERA
13393,ABARROTES MARMOTA Y/O MONICA FLORES OCEGERA
13394,DEPORTES MARTI   S. A. DE C. V.
13395,DEPORTES MARTI   S. A. DE C. V.
13396,DEPORTES MARTI   S. A. DE C. V.
13397,ABARROTES LA TIENDITA DE LA ESQUINA Y/O JOSE JUAN GUTIERREZ GRANADOS
13398,ABARROTES LA TIENDITA DE LA ESQUINA Y/O JOSE JUAN GUTIERREZ GRANADOS
13399,ABARROTES LA TIENDITA DE LA ESQUINA Y/O JOSE JUAN GUTIERREZ GRANADOS
13400,ABARROTES LA TIENDITA DE LA ESQUINA Y/O JOSE JUAN GUTIERREZ GRANADOS
13401,ABARROTES SAN CHARBEL Y/O TERESITA DEL NIÑO JESUS ROMERO GONZALEZ
13402,ABARROTES SAN CHARBEL Y/O TERESITA DEL NIÑO JESUS ROMERO GONZALEZ
13403,ABARROTES SAN CHARBEL Y/O TERESITA DEL NIÑO JESUS ROMERO GONZALEZ
13404,ABARROTES SAN CHARBEL Y/O TERESITA DEL NIÑO JESUS ROMERO GONZALEZ
13405,ABARROTES LA HACIENDA Y/O LUZ MARIA ALEJANDRA VAZQUEZ GARCIA
13406,ABARROTES LA HACIENDA Y/O LUZ MARIA ALEJANDRA VAZQUEZ GARCIA
13407,ABARROTES LA HACIENDA Y/O LUZ MARIA ALEJANDRA VAZQUEZ GARCIA
13408,ABARROTES LA HACIENDA Y/O LUZ MARIA ALEJANDRA VAZQUEZ GARCIA
13409,DEPORTES MARTI  S. A. DE C. V.
13410,DEPORTES MARTI  S. A. DE C. V.
13411,DEPORTES MARTI  S. A. DE C. V.
13412,ABARROTES  CREMERIA VINOS Y LICORES IVETTE Y/O JOSEFA SALAMANCA ZARATE
13413,ABARROTES  CREMERIA VINOS Y LICORES IVETTE Y/O JOSEFA SALAMANCA ZARATE
13414,ABARROTES  CREMERIA VINOS Y LICORES IVETTE Y/O JOSEFA SALAMANCA ZARATE
13415,ABARROTES  CREMERIA VINOS Y LICORES IVETTE Y/O JOSEFA SALAMANCA ZARATE
13416,ABARROTES  VINOS Y LICORES PEQUEÑA LULU Y/O MARTIN CALDERON CALDERON
13417,ABARROTES  VINOS Y LICORES PEQUEÑA LULU Y/O MARTIN CALDERON CALDERON
13418,ABARROTES  VINOS Y LICORES PEQUEÑA LULU Y/O MARTIN CALDERON CALDERON
13419,ABARROTES  VINOS Y LICORES PEQUEÑA LULU Y/O MARTIN CALDERON CALDERON
13420,FARMACIA ARELY  Y/O MARIA CAMARGO SALVADOR
13421,FARMACIA ARELY  Y/O MARIA CAMARGO SALVADOR
13422,FARMACIA ARELY  Y/O MARIA CAMARGO SALVADOR
13423,FARMACIA ARELY  Y/O MARIA CAMARGO SALVADOR
13424,FARMACIA DE JESUS Y/O MARIA DE LOS ANGELES BECERRA ALVAREZ
13425,FARMACIA DE JESUS Y/O MARIA DE LOS ANGELES BECERRA ALVAREZ
13426,FARMACIA DE JESUS Y/O MARIA DE LOS ANGELES BECERRA ALVAREZ
13427,FARMACIA DE JESUS Y/O MARIA DE LOS ANGELES BECERRA ALVAREZ
13428,ZAPATERIAS 2 HERMANOS Y/O JUAN SANCHEZ LOPEZ
13429,ZAPATERIAS 2 HERMANOS Y/O JUAN SANCHEZ LOPEZ
13430,ZAPATERIA COYOTE Y OLIVA Y/O JOSE VIVIANO BARAJAS PEREZ
13431,ZAPATERIA COYOTE Y OLIVA Y/O JOSE VIVIANO BARAJAS PEREZ
13432,ZAPATERIA COYOTE Y OLIVA Y/O JOSE VIVIANO BARAJAS PEREZ
13433,ABARROTES LA POBLANITA Y/O MIREYA NANCY SANCHEZ HERNANDEZ
13434,ABARROTES LA POBLANITA Y/O MIREYA NANCY SANCHEZ HERNANDEZ
13435,ABARROTES LA POBLANITA Y/O MIREYA NANCY SANCHEZ HERNANDEZ
13436,ABARROTES LA POBLANITA Y/O MIREYA NANCY SANCHEZ HERNANDEZ
13437,VINOS Y LICORES LA PRINCIPAL Y/O SALVADOR FERNANDEZ CALDERON
13438,VINOS Y LICORES LA PRINCIPAL Y/O SALVADOR FERNANDEZ CALDERON
13439,VINOS Y LICORES LA PRINCIPAL Y/O SALVADOR FERNANDEZ CALDERON
13440,VINOS Y LICORES LA PRINCIPAL Y/O SALVADOR FERNANDEZ CALDERON
13441,VINOS Y LICORES LA PRINCIPAL Y/O SALVADOR FERNANDEZ CALDERON
13442,VINOS Y LICORES LA PRINCIPAL Y/O SALVADOR FERNANDEZ CALDERON
13443,GRUPO TURIN  S. A. DE C. V. Y/O CHOCOLATES TURIN
13444,GRUPO TURIN  S. A. DE C. V. Y/O CHOCOLATES TURIN
13445,GRUPO TURIN  S. A. DE C. V. Y/O CHOCOLATES TURIN
13446,GRUPO TURIN  S. A. DE C. V. Y/O CHOCOLATES TURIN
13447,REGALOS KARY  Y/O NORMA KARINA DE LA ROSA VILLANUEVA
13448,REGALOS KARY  Y/O NORMA KARINA DE LA ROSA VILLANUEVA
13449,REGALOS KARY  Y/O NORMA KARINA DE LA ROSA VILLANUEVA
13450,REGALOS KARY  Y/O NORMA KARINA DE LA ROSA VILLANUEVA
13451,REGALOS KARY  Y/O NORMA KARINA DE LA ROSA VILLANUEVA
13452,DULCES Y MATERIAS PRIMS SIN NOMBRE Y/O VICTORIA CAMPERO PEREZ
13453,DULCES Y MATERIAS PRIMS SIN NOMBRE Y/O VICTORIA CAMPERO PEREZ
13454,DULCES Y MATERIAS PRIMS SIN NOMBRE Y/O VICTORIA CAMPERO PEREZ
13455,DULCES Y MATERIAS PRIMS SIN NOMBRE Y/O VICTORIA CAMPERO PEREZ
13456,DULCERIA JALIL Y/O BAINO  S. A. DE C. V.
13457,DULCERIA JALIL Y/O BAINO  S. A. DE C. V.
13458,DULCERIA JALIL Y/O BAINO  S. A. DE C. V.
13459,DULCERIA JALIL Y/O BAINO  S. A. DE C. V.
13460,MATERIAS PRIMAS Y DULCERIA MADISON Y/O MARIA VIRGINIA FLORES FLORES
13461,MATERIAS PRIMAS Y DULCERIA MADISON Y/O MARIA VIRGINIA FLORES FLORES
13462,MATERIAS PRIMAS Y DULCERIA MADISON Y/O MARIA VIRGINIA FLORES FLORES
13463,MATERIAS PRIMAS Y DULCERIA MADISON Y/O MARIA VIRGINIA FLORES FLORES
13464,DULCES Y MATERIAS PRIMAS SIN NOMBRE Y/O ERICK ALBERTO CRUZ LIZARRAGA
13465,DULCES Y MATERIAS PRIMAS SIN NOMBRE Y/O ERICK ALBERTO CRUZ LIZARRAGA
13466,DULCES Y MATERIAS PRIMAS SIN NOMBRE Y/O ERICK ALBERTO CRUZ LIZARRAGA
13467,DULCES Y MATERIAS PRIMAS SIN NOMBRE Y/O ERICK ALBERTO CRUZ LIZARRAGA
13468,CHOCOLATES TURIN  S. A. DE C. V.
13469,CHOCOLATES TURIN  S. A. DE C. V.
13470,CHOCOLATES TURIN  S. A. DE C. V.
13471,CHOCOLATES TURIN  S. A. DE C. V.
13472,DULCERIA Y MATERIAS PRIMAS JARDIN Y/O MARIA GARCIA
13473,DULCERIA Y MATERIAS PRIMAS JARDIN Y/O MARIA GARCIA
13474,DULCERIA Y MATERIAS PRIMAS JARDIN Y/O MARIA GARCIA
13475,DULCERIA Y MATERIAS PRIMAS JARDIN Y/O MARIA GARCIA
13476,DULCERIA Y MATERIAS PRIMAS NANY Y/O HELADIO BALDERAS AVILA
13477,DULCERIA Y MATERIAS PRIMAS NANY Y/O HELADIO BALDERAS AVILA
13478,DULCERIA Y MATERIAS PRIMAS NANY Y/O HELADIO BALDERAS AVILA
13479,DULCERIA Y MATERIAS PRIMAS NANY Y/O HELADIO BALDERAS AVILA
13480,REGALOS WILLY  Y/O VERONICA AGUILLON HUERTA
13481,REGALOS WILLY  Y/O VERONICA AGUILLON HUERTA
13482,REGALOS WILLY  Y/O VERONICA AGUILLON HUERTA
13483,REGALOS WILLY  Y/O VERONICA AGUILLON HUERTA
13484,SALCHICHONERIA  ABARROTES Y CREMERIA EL CALVARIO Y/O ADAD MARTINEZ BERNAL
13485,SALCHICHONERIA  ABARROTES Y CREMERIA EL CALVARIO Y/O ADAD MARTINEZ BERNAL
13486,SALCHICHONERIA  ABARROTES Y CREMERIA EL CALVARIO Y/O ADAD MARTINEZ BERNAL
13487,SALCHICHONERIA  ABARROTES Y CREMERIA EL CALVARIO Y/O ADAD MARTINEZ BERNAL
13488,ABARROTES LA CHIQUITINA Y/O MIRIAM ARMENTA GONZALEZ
13489,ABARROTES LA CHIQUITINA Y/O MIRIAM ARMENTA GONZALEZ
13490,ABARROTES LA CHIQUITINA Y/O MIRIAM ARMENTA GONZALEZ
13491,ABARROTES LA CHIQUITINA Y/O MIRIAM ARMENTA GONZALEZ
13492,TIENDA ABARROTERA AMIGA S. A. DE C. V.
13493,TIENDA ABARROTERA AMIGA S. A. DE C. V.
13494,TIENDA ABARROTERA AMIGA S. A. DE C. V.
13495,TIENDA ABARROTERA AMIGA S. A. DE C. V.
13496,BODEGA AURRERA Y/O NUEVA WAL MART DE MEXICO  S DE RL. DE C. V.
13497,BODEGA AURRERA Y/O NUEVA WAL MART DE MEXICO  S DE RL. DE C. V.
13498,BODEGA AURRERA Y/O NUEVA WAL MART DE MEXICO  S DE RL. DE C. V.
13499,ABARROTES Y CREMERIA ARELY Y/O UBALDO SERRANO MORALES
13500,ABARROTES Y CREMERIA ARELY Y/O UBALDO SERRANO MORALES
13501,ABARROTES Y CREMERIA ARELY Y/O UBALDO SERRANO MORALES
13502,ABARROTES Y CREMERIA ARELY Y/O UBALDO SERRANO MORALES
13503,VINOS Y LICORES EL PROGRESO Y/ MARIA DE LA LUZ MORENO
13504,VINOS Y LICORES EL PROGRESO Y/ MARIA DE LA LUZ MORENO
13505,VINOS Y LICORES EL PROGRESO Y/ MARIA DE LA LUZ MORENO
13506,VINOS Y LICORES EL PROGRESO Y/ MARIA DE LA LUZ MORENO
13507,ABARROTES Y CREMERIA EL CHARRO Y/O TOMAS GUTIERREZ RUIZ
13508,ABARROTES Y CREMERIA EL CHARRO Y/O TOMAS GUTIERREZ RUIZ
13509,ABARROTES Y CREMERIA EL CHARRO Y/O TOMAS GUTIERREZ RUIZ
13510,ABARROTES Y CREMERIA EL CHARRO Y/O TOMAS GUTIERREZ RUIZ
13511,NUEVA WAL MART DE MEXICO  S. DE R. L.. DE C. V.
13512,NUEVA WAL MART DE MEXICO  S. DE R. L.. DE C. V.
13513,NUEVA WAL MART DE MEXICO  S. DE R. L.. DE C. V.
13514,NUEVA WAL MART DE MEXICO  S. DE R. L.. DE C. V.
13515,TIENDA SORIANA  Y/O TIENDAS SORIANA  S. A. DE C. V.
13516,TIENDA SORIANA  Y/O TIENDAS SORIANA  S. A. DE C. V.
13517,TIENDA SORIANA  Y/O TIENDAS SORIANA  S. A. DE C. V.
13518,COMERCIALIZADORA DOMARTS  S. A. DE C. V.
13519,COMERCIALIZADORA DOMARTS  S. A. DE C. V.
13520,COMERCIALIZADORA DOMARTS  S. A. DE C. V.
13521,COMERCIALIZADORA DOMARTS  S. A. DE C. V.
13522,NUEVA WAL MART DE MEXICO  S DE R.L. DE C. V.
13523,NUEVA WAL MART DE MEXICO  S DE R.L. DE C. V.
13524,NUEVA WAL MART DE MEXICO  S DE R.L. DE C. V.
13525,NUEVA WAL MART DE MEXICO  S DE R.L. DE C. V.
13526,NUEVA WAL MART DE MEXICO  S DE R.L. DE C. V.
13527,TIENDAS COMERCIAL MEXICANA  S. A. DE C. V.
13528,TIENDAS COMERCIAL MEXICANA  S. A. DE C. V.
13529,TIENDAS COMERCIAL MEXICANA  S. A. DE C. V.
