id,Producto,Tienda,Estado,Incumplimiento
20687,PRODUCTOS LACTEOS,LACTEOS VANGUARDIA  S. DE R.L. DE C.V.,DISTRITO FEDERAL,0
20688,PRODUCTOS LACTEOS,LACTEOS VANGUARDIA  S. DE R.L. DE C.V.,DISTRITO FEDERAL,0
20689,MASA  TORTILLAS  TOSTADAS  HARINAS PREP.,CADENA COMERCIAL OXXO  S.A DE C.V.,DISTRITO FEDERAL,0
20690,MASA  TORTILLAS  TOSTADAS  HARINAS PREP.,CADENA COMERCIAL OXXO  S.A DE C.V.,DISTRITO FEDERAL,0
20691,MASA  TORTILLAS  TOSTADAS  HARINAS PREP.,TIENDAS TRES B  S.A DE C.V.,DISTRITO FEDERAL,1
20692,ATUN,ABARROTES SIN NOMBRE Y/O  JESUS MORALES RODRIGUEZ,DISTRITO FEDERAL,0
20693,ATUN,ABARROTES SIN NOMBRE Y/O  JESUS MORALES RODRIGUEZ,DISTRITO FEDERAL,0
20694,ATUN,CREMERIA SIN NOMBRE Y/O VENANCIO HERNANDEZ BADILLO,DISTRITO FEDERAL,0
20695,ATUN,CREMERIA SIN NOMBRE Y/O VENANCIO HERNANDEZ BADILLO,DISTRITO FEDERAL,0
20696,ATUN,ABARROTES SIN NOMBRE Y/O CUPERTINO ROSAS,DISTRITO FEDERAL,0
20697,ATUN,ABARROTES SIN NOMBRE Y/O CUPERTINO ROSAS,DISTRITO FEDERAL,0
20698,PRODUCTOS LACTEOS,CREMERIA EL PARICUTIN Y/O JOSE EZEQUIEL MARES RUEDA,DISTRITO FEDERAL,0
20699,EMBUTIDOS,CREMERIA EL PARICUTIN Y/O JOSE EZEQUIEL MARES RUEDA,DISTRITO FEDERAL,0
20700,PRODUCTOS LACTEOS,CREMERIA EL PARICUTIN Y/O JOSE EZEQUIEL MARES RUEDA,DISTRITO FEDERAL,0
20701,PRODUCTOS LACTEOS,CREMERIA DELICATESEN EL PARICUTIN,DISTRITO FEDERAL,0
20702,LECHE,CREMERIA DELICATESEN EL PARICUTIN,DISTRITO FEDERAL,0
20703,EMBUTIDOS,CREMERIA DELICATESEN EL PARICUTIN,DISTRITO FEDERAL,0
20704,MASA  TORTILLAS  TOSTADAS  HARINAS PREP.,CREMERIA FAMILIA COYOTL,DISTRITO FEDERAL,0
20705,MASA  TORTILLAS  TOSTADAS  HARINAS PREP.,CREMERIA FAMILIA COYOTL,DISTRITO FEDERAL,0
20706,MASA  TORTILLAS  TOSTADAS  HARINAS PREP.,CREMERIA FAMILIA COYOTL,DISTRITO FEDERAL,1
20707,ATUN,CREMERIA GARCIA,DISTRITO FEDERAL,0
20708,MASA  TORTILLAS  TOSTADAS  HARINAS PREP.,CADENA COMECIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
20709,ZAPATOS,ZAPATERIA EL SURTIDOR DE BALBUENA Y/O  BASSAM SALIM KHOURY AZAR,DISTRITO FEDERAL,0
20710,ZAPATOS,ZAPATERIA EL SURTIDOR DE BALBUENA Y/O  BASSAM SALIM KHOURY AZAR,DISTRITO FEDERAL,0
20711,ZAPATOS,ZAPATERIA EL SURTIDOR DE BALBUENA Y/O  BASSAM SALIM KHOURY AZAR,DISTRITO FEDERAL,0
20712,ZAPATOS,ZAPATERIA EL SURTIDOR DE BALBUENA Y/O  BASSAM SALIM KHOURY AZAR,DISTRITO FEDERAL,0
20713,ZAPATOS,ZAPATERIA SIN NOMBRE Y/O OSCAR MENDEZ VAZQUEZ,DISTRITO FEDERAL,0
20714,ZAPATOS,ZAPATERIA SIN NOMBRE Y/O OSCAR MENDEZ VAZQUEZ,DISTRITO FEDERAL,0
20715,ZAPATOS,ZAPATERIA SIN NOMBRE Y/O OSCAR MENDEZ VAZQUEZ,DISTRITO FEDERAL,0
20716,ZAPATOS,ZAPATERIA SIN NOMBRE Y/O MARIA DE LOURDES ESTRADA SANCHEZ,DISTRITO FEDERAL,0
20717,ZAPATOS,ZAPATERIA SIN NOMBRE Y/O MARIA DE LOURDES ESTRADA SANCHEZ,DISTRITO FEDERAL,0
20718,ZAPATOS,ZAPATERIA SIN NOMBRE Y/O MARIA DE LOURDES ESTRADA SANCHEZ,DISTRITO FEDERAL,0
20719,ZAPATOS,ZAPATERIA SIN NOMBRE  Y/O DALIA ARACELI LARA  DORANTES,DISTRITO FEDERAL,0
20720,ZAPATOS,ZAPATERIA SIN NOMBRE  Y/O DALIA ARACELI LARA  DORANTES,DISTRITO FEDERAL,0
20721,ARTICULOS FOTOGRAFICOS,COPPEL  S.A. DE C.V.,DISTRITO FEDERAL,0
20722,ARTICULOS FOTOGRAFICOS,COPPEL  S.A. DE C.V.,DISTRITO FEDERAL,0
20723,ARTICULOS FOTOGRAFICOS,COPPEL  S.A. DE C.V.,DISTRITO FEDERAL,0
20724,ARTICULOS DEL HOGAR,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V. (BODEGA COMERCIAL MEXICANA ),DISTRITO FEDERAL,0
20725,ARTICULOS DEL HOGAR,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V. (BODEGA COMERCIAL MEXICANA ),DISTRITO FEDERAL,0
20726,ARTICULOS DEL HOGAR,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V. (BODEGA COMERCIAL MEXICANA ),DISTRITO FEDERAL,0
20727,ZAPATOS,ZAPATERIA LIZZ¿T Y/O MARIA AUXILIO DIAZ REYES,DISTRITO FEDERAL,0
20728,ZAPATOS,ZAPATERIA LIZZ¿T Y/O MARIA AUXILIO DIAZ REYES,DISTRITO FEDERAL,0
20729,ZAPATOS,ZAPATERIA VANNIA Y/O ANGEL OCTAVIO MONTES SANCHEZ,DISTRITO FEDERAL,0
20730,ZAPATOS,ZAPATERIA VANNIA Y/O ANGEL OCTAVIO MONTES SANCHEZ,DISTRITO FEDERAL,0
20731,ZAPATOS,ZAPATERIA TANNUS  Y/O MARIA SOHAYLA AZAR KARAM,DISTRITO FEDERAL,0
20732,ZAPATOS,ZAPATERIA TANNUS  Y/O MARIA SOHAYLA AZAR KARAM,DISTRITO FEDERAL,0
20733,ZAPATOS,ZAPATERIA D'LARIZ   Y/O CARLOS ADRIAN PRADO BOBADILLA,DISTRITO FEDERAL,0
20734,ZAPATOS,ZAPATERIA D'LARIZ   Y/O CARLOS ADRIAN PRADO BOBADILLA,DISTRITO FEDERAL,0
20735,ZAPATOS,ZAPATERIA D'LARIZ   Y/O CARLOS ADRIAN PRADO BOBADILLA,DISTRITO FEDERAL,0
20736,ZAPATOS,ZAPATERIA SANDRA  Y/O  EFREN SANCHEZ MORALES,DISTRITO FEDERAL,0
20737,ZAPATOS,ZAPATERIA SANDRA  Y/O  EFREN SANCHEZ MORALES,DISTRITO FEDERAL,0
20738,ZAPATOS,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V. (MEGA COMERCIAL MEXICANA ),DISTRITO FEDERAL,0
20739,ZAPATOS,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V. (MEGA COMERCIAL MEXICANA ),DISTRITO FEDERAL,0
20740,ROPA,DEPORTES MORALES  S.A. DE C.V.,DISTRITO FEDERAL,0
20741,ROPA,DEPORTES MORALES  S.A. DE C.V.,DISTRITO FEDERAL,0
20742,ROPA,DEPORTES MORALES  S.A. DE C.V.,DISTRITO FEDERAL,0
20743,ARTICULOS FOTOGRAFICOS,COPPEL  S.A. DE C.V.,DISTRITO FEDERAL,0
20744,ARTICULOS FOTOGRAFICOS,COPPEL  S.A. DE C.V.,DISTRITO FEDERAL,0
20745,CHILES,NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V.   UNIDAD PLAZA ORIENTE,DISTRITO FEDERAL,0
20746,PRODUCTOS LACTEOS,NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V.   UNIDAD PLAZA ORIENTE,DISTRITO FEDERAL,0
20747,PRODUCTOS LACTEOS,NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V.   UNIDAD PLAZA ORIENTE,DISTRITO FEDERAL,0
20748,BRANDY,SERVI VINO DE ORIENTE  S.A. DE C.V.,DISTRITO FEDERAL,0
20749,WHISKY ESCOCES,SERVI VINO DE ORIENTE  S.A. DE C.V.,DISTRITO FEDERAL,0
20750,VODKA,SERVI VINO DE ORIENTE  S.A. DE C.V.,DISTRITO FEDERAL,0
20751,BRANDY,SERVI VINO DE ORIENTE  S.A. DE C.V.,DISTRITO FEDERAL,0
20752,BRANDY,ABARROTES VINOS Y LICORES STA. MARTHA  Y/O MARTIN HERNANDEZ SANCHEZ,DISTRITO FEDERAL,0
20753,WHISKY ESCOCES,ABARROTES VINOS Y LICORES STA. MARTHA  Y/O MARTIN HERNANDEZ SANCHEZ,DISTRITO FEDERAL,0
20754,ARTICULOS DEL HOGAR,BODEGA AURRERA Y/O  NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,DISTRITO FEDERAL,0
20755,ARTICULOS DEL HOGAR,BODEGA AURRERA Y/O  NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,DISTRITO FEDERAL,0
20756,BRANDY,ABARROTES VINOS Y LICORES EL PARTENON Y/O JAIME MOTA GUTIERREZ,DISTRITO FEDERAL,0
20757,BRANDY,ABARROTES VINOS Y LICORES EL PARTENON Y/O JAIME MOTA GUTIERREZ,DISTRITO FEDERAL,0
20758,LICOR,CADENA COMERCIAL OXXO S.A DE.C.V,DISTRITO FEDERAL,0
20759,WHISKY ESCOCES,CADENA COMERCIAL OXXO S.A DE.C.V,DISTRITO FEDERAL,0
20760,BRANDY,CADENA COMERCIAL OXXO S.A DE.C.V,DISTRITO FEDERAL,0
20761,RON,COMERCIAL SUPER ALIANZA  S.A. DE C.V.   Y/O  LAS CIEN FLORES,DISTRITO FEDERAL,0
20762,VODKA,COMERCIAL SUPER ALIANZA  S.A. DE C.V.   Y/O  LAS CIEN FLORES,DISTRITO FEDERAL,0
20763,BRANDY,COMERCIAL SUPER ALIANZA  S.A. DE C.V.   Y/O  LAS CIEN FLORES,DISTRITO FEDERAL,0
20764,VODKA,ABARROTES VINOS Y LICORES CASA HERNANDEZ  Y/O ALEJANDRO CONCEPCION HDEZ. B.,DISTRITO FEDERAL,0
20765,BRANDY,ABARROTES VINOS Y LICORES CASA HERNANDEZ  Y/O ALEJANDRO CONCEPCION HDEZ. B.,DISTRITO FEDERAL,0
20766,BEBIDA ALCOHOLICA PREPARADA,ABARROTES VINOS Y LICORES LA FAVORITA Y/O SABAS DURAN DOMINGUEZ,DISTRITO FEDERAL,0
20767,RON,ABARROTES VINOS Y LICORES LA FAVORITA Y/O SABAS DURAN DOMINGUEZ,DISTRITO FEDERAL,0
20768,VODKA,ABARROTES LA FLOR DE PANTITLAN Y/O MARIA DOLORES AGUILAR,DISTRITO FEDERAL,0
20769,RON,ABARROTES LA FLOR DE PANTITLAN Y/O MARIA DOLORES AGUILAR,DISTRITO FEDERAL,0
20770,BRANDY,MAXI SUPER 24 Y/O ROGELIO NAJERA ESPINOZA,DISTRITO FEDERAL,0
20771,RON,MAXI SUPER 24 Y/O ROGELIO NAJERA ESPINOZA,DISTRITO FEDERAL,0
20772,VODKA,MAXI SUPER 24 Y/O ROGELIO NAJERA ESPINOZA,DISTRITO FEDERAL,0
20773,RON,MINI SUPER ABARROTES ANITA Y/O ANA MARIA GRANADOS VAZQUEZ,DISTRITO FEDERAL,0
20774,RON,MINI SUPER ABARROTES ANITA Y/O ANA MARIA GRANADOS VAZQUEZ,DISTRITO FEDERAL,0
20775,BRANDY,MINI SUPER ABARROTES ANITA Y/O ANA MARIA GRANADOS VAZQUEZ,DISTRITO FEDERAL,0
20776,RON,7 ELEVEN MEXICO  S.A. DE C.V.,DISTRITO FEDERAL,0
20777,VODKA,7 ELEVEN MEXICO  S.A. DE C.V.,DISTRITO FEDERAL,0
20778,BRANDY,7 ELEVEN MEXICO  S.A. DE C.V.,DISTRITO FEDERAL,0
20779,VODKA,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
20780,RON,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
20781,BRANDY,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
20782,RON,ABARROTES  VINOS Y LICORES CASA BETITO Y/O JUAN MANUEL ALVAREZ FIGUEROA,DISTRITO FEDERAL,0
20783,WHISKY ESCOCES,ABARROTES  VINOS Y LICORES CASA BETITO Y/O JUAN MANUEL ALVAREZ FIGUEROA,DISTRITO FEDERAL,0
20784,BRANDY,ABARROTES  VINOS Y LICORES CASA BETITO Y/O JUAN MANUEL ALVAREZ FIGUEROA,DISTRITO FEDERAL,0
20785,WHISKY ESCOCES,CADENA COMERCIAL OXXO S.A. DE C.V.,DISTRITO FEDERAL,0
20786,BEBIDA ALCOHOLICA PREPARADA,CADENA COMERCIAL OXXO S.A. DE C.V.,DISTRITO FEDERAL,0
20787,LICOR,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
20788,VINO TINTO,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
20789,RON,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
20790,WHISKY,ABARROTES VINOS Y LICORES LA CRUZ Y/O JOSEFINA CHAPULI PEREZ,DISTRITO FEDERAL,0
20791,BRANDY,ABARROTES VINOS Y LICORES LA CRUZ Y/O JOSEFINA CHAPULI PEREZ,DISTRITO FEDERAL,0
20792,RON,ABARROTES VINOS Y LICORES LA CRUZ Y/O JOSEFINA CHAPULI PEREZ,DISTRITO FEDERAL,0
20793,BRANDY,VINOS Y LICORES LA BARRICA DEL SIGLO XXI Y/O MARIA REBECA SILVA CASTILLO,DISTRITO FEDERAL,0
20794,LICOR,VINOS Y LICORES LA BARRICA DEL SIGLO XXI Y/O MARIA REBECA SILVA CASTILLO,DISTRITO FEDERAL,0
20795,BEBIDA ALCOHOLICA   -COCTELES,VINOS Y LICORES LA BARRICA DEL SIGLO XXI Y/O MARIA REBECA SILVA CASTILLO,DISTRITO FEDERAL,0
20796,BRANDY,ABARROTES VINOS Y LICORES LA NORTEÑA Y/O MARIA DE LOURDES GRANADOS HERRERA,DISTRITO FEDERAL,0
20797,VINO TINTO,ABARROTES VINOS Y LICORES LA NORTEÑA Y/O MARIA DE LOURDES GRANADOS HERRERA,DISTRITO FEDERAL,0
20798,RON,VINOS Y ABARROTES LA UNICA Y/O MIGUEL TLAHUEL CASTILLO,DISTRITO FEDERAL,0
20799,RON,VINOS Y ABARROTES LA UNICA Y/O MIGUEL TLAHUEL CASTILLO,DISTRITO FEDERAL,0
20800,VODKA,VINOS Y ABARROTES LA UNICA Y/O MIGUEL TLAHUEL CASTILLO,DISTRITO FEDERAL,0
20801,BRANDY,ABARRTOES VINOS Y LICORES LA MINIATURA Y/O BONFILLO BAÑOS GOMEZ,DISTRITO FEDERAL,0
20802,RON,ABARRTOES VINOS Y LICORES LA MINIATURA Y/O BONFILLO BAÑOS GOMEZ,DISTRITO FEDERAL,0
20803,VODKA,ABARRTOES VINOS Y LICORES LA MINIATURA Y/O BONFILLO BAÑOS GOMEZ,DISTRITO FEDERAL,0
20804,BRANDY,ABARROTES  VINOS Y LICORES LA HUERTA Y/O ANGELICA LOPEZ PEREZ,DISTRITO FEDERAL,0
20805,RON,ABARROTES  VINOS Y LICORES LA HUERTA Y/O ANGELICA LOPEZ PEREZ,DISTRITO FEDERAL,0
20806,VODKA,ABARROTES  VINOS Y LICORES LA HUERTA Y/O ANGELICA LOPEZ PEREZ,DISTRITO FEDERAL,0
20807,VINO TINTO,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
20808,BRANDY,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
20809,WHISKY,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
20810,WHISKY ESCOCES,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
20811,RON,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
20812,TEQUILA JOVEN,LA NUEVA LEONESA Y/O MARIA DEL ROCIO CANTELI MORAN,DISTRITO FEDERAL,0
20813,TEQUILA REPOSADO,LA NUEVA LEONESA Y/O MARIA DEL ROCIO CANTELI MORAN,DISTRITO FEDERAL,0
20814,RON,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
20815,WHISKY ESCOCES,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
20816,ARTICULOS DEL HOGAR,OFFICE DEPOT DE MEXICO  S. A. DE C. V.,DISTRITO FEDERAL,0
20817,ARTICULOS DEL HOGAR,OFFICE DEPOT DE MEXICO  S. A. DE C. V.,DISTRITO FEDERAL,0
20818,LICOR,ABARROTES VIONS Y LICORES EL JUDIO Y/O JOSE SANCHEZ VALENZUELA,DISTRITO FEDERAL,0
20819,RON,ABARROTES VIONS Y LICORES EL JUDIO Y/O JOSE SANCHEZ VALENZUELA,DISTRITO FEDERAL,0
20820,RON,ABARROTES VIONS Y LICORES EL JUDIO Y/O JOSE SANCHEZ VALENZUELA,DISTRITO FEDERAL,0
20821,CERVEZA,ABARROTES MARINA Y/O VERONICA CEBALLOS TORRES,DISTRITO FEDERAL,0
20822,BEBIDA ALCOHOLICA PREPARADA,ABARROTES MARINA Y/O VERONICA CEBALLOS TORRES,DISTRITO FEDERAL,0
20823,CERVEZA,ABARROTES MARINA Y/O VERONICA CEBALLOS TORRES,DISTRITO FEDERAL,0
20824,BRANDY,ABARROTES  VINOS Y LICORES BETITO Y/O BLANCA LETICIA  ESCALONA DEL MORAL,DISTRITO FEDERAL,0
20825,RON,ABARROTES  VINOS Y LICORES BETITO Y/O BLANCA LETICIA  ESCALONA DEL MORAL,DISTRITO FEDERAL,0
20826,VODKA,ABARROTES  VINOS Y LICORES BETITO Y/O BLANCA LETICIA  ESCALONA DEL MORAL,DISTRITO FEDERAL,0
20827,BRANDY,CADENA COMERCIAL OXXO S.A. DE C.V.,DISTRITO FEDERAL,0
20828,VODKA,ABARROTES  VINOS Y LICORES VIKA Y/O VERONICA GARFIAS LEON,DISTRITO FEDERAL,0
20829,RON,ABARROTES  VINOS Y LICORES VIKA Y/O VERONICA GARFIAS LEON,DISTRITO FEDERAL,0
20830,VODKA,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
20831,BRANDY,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
20832,RON,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
20833,RON,CADENA COMERCIAL OXXO  S.A. DE C.V,DISTRITO FEDERAL,0
20834,BRANDY,CADENA COMERCIAL OXXO  S.A. DE C.V,DISTRITO FEDERAL,0
20835,VODKA,CADENA COMERCIAL OXXO  S.A. DE C.V,DISTRITO FEDERAL,0
20836,RON,ABARROTES VINOS Y LICORES KATIA  Y/O ENRIQUE TORRES MEJIA,DISTRITO FEDERAL,0
20837,BRANDY,ABARROTES  VINOS Y LICORES EL POMO Y/O MARIA ISABEL ESCOBAR FORTUNATO,DISTRITO FEDERAL,0
20838,VODKA,ABARROTES  VINOS Y LICORES EL POMO Y/O MARIA ISABEL ESCOBAR FORTUNATO,DISTRITO FEDERAL,0
20839,RON,ABARROTES  VINOS Y LICORES EL POMO Y/O MARIA ISABEL ESCOBAR FORTUNATO,DISTRITO FEDERAL,0
20840,TEQUILA REPOSADO,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,DISTRITO FEDERAL,0
20841,TEQUILA REPOSADO,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,DISTRITO FEDERAL,0
20842,TEQUILA JOVEN,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,DISTRITO FEDERAL,0
20843,BRANDY,ABARROTES SUPERCHARMIN Y/O GUSTAVO ALONZO MUÑOZ HERNANDEZ,DISTRITO FEDERAL,0
20844,BEBIDA ALCOHOLICA   -COCTELES,ABARROTES SUPERCHARMIN Y/O GUSTAVO ALONZO MUÑOZ HERNANDEZ,DISTRITO FEDERAL,1
20845,BRANDY,ABARROTES VINOS Y LICORES  LAS VEGAS III,DISTRITO FEDERAL,0
20846,RON,ABARROTES VINOS Y LICORES  LAS VEGAS III,DISTRITO FEDERAL,0
20847,VODKA,ABARROTES VINOS Y LICORES  LAS VEGAS III,DISTRITO FEDERAL,0
20848,RON,CADENA COMERICAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
20849,BRANDY,CADENA COMERICAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
20850,WHISKY,CADENA COMERICAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
20851,BEBIDA ALCOHOLICA PREPARADA,ABARROTES  VINOS Y LICORES CASA DOMINGUEZ Y/O SABAS DURAN DOMINGUEZ,DISTRITO FEDERAL,0
20852,BEBIDA ALCOHOLICA PREPARADA,ABARROTES  VINOS Y LICORES CASA DOMINGUEZ Y/O SABAS DURAN DOMINGUEZ,DISTRITO FEDERAL,0
20853,RON,ABARROTES  VINOS Y LICORES EL VERGEL Y/O GLORIA VILLANUEVA CORSA,DISTRITO FEDERAL,0
20854,BRANDY,ABARROTES  VINOS Y LICORES EL VERGEL Y/O GLORIA VILLANUEVA CORSA,DISTRITO FEDERAL,0
20855,RON,ABARROTES  VINOS Y LICORES EL ESTABLO,DISTRITO FEDERAL,0
20856,WHISKY,ABARROTES  VINOS Y LICORES EL ESTABLO,DISTRITO FEDERAL,0
20857,RON,ABARROTES  VINOS Y LICORES LOS COLORINES,DISTRITO FEDERAL,0
20858,WHISKY,ABARROTES  VINOS Y LICORES LOS COLORINES,DISTRITO FEDERAL,0
20859,WHISKY,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
20860,WHISKY ESCOCES,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
20861,BEBIDA ALCOHOLICA   -COCTELES,CADENA COMERICAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
20862,BEBIDA ALCOHOLICA   -COCTELES,CADENA COMERICAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,1
20863,BEBIDA ALCOHOLICA   -COCTELES,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
20864,BEBIDA ALCOHOLICA PREPARADA,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,1
20865,BEBIDA ALCOHOLICA PREPARADA,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
20866,BEBIDA ALCOHOLICA   -COCTELES,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,1
20867,VODKA,SUPER ABARROTES LA CIENEGA  S.A.,DISTRITO FEDERAL,0
20868,VODKA,SUPER ABARROTES LA CIENEGA  S.A.,DISTRITO FEDERAL,0
20869,JUGUETES,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,DISTRITO FEDERAL,0
20870,JUGUETES,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,DISTRITO FEDERAL,0
20871,JUGUETES,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,DISTRITO FEDERAL,1
20872,ZAPATOS,CALZADOS DEL MUNDO  S.A. DE C.V.,DISTRITO FEDERAL,0
20873,ZAPATOS,CALZADOS DEL MUNDO  S.A. DE C.V.,DISTRITO FEDERAL,0
20874,ZAPATOS,CALZADOS DEL MUNDO  S.A. DE C.V.,DISTRITO FEDERAL,0
20875,JUGUETES,TIENDAS SORIANA  S.A. DE C.V.,DISTRITO FEDERAL,0
20876,JUGUETES,TIENDAS SORIANA  S.A. DE C.V.,DISTRITO FEDERAL,0
20877,JUGUETES,TIENDAS SORIANA  S.A. DE C.V.,DISTRITO FEDERAL,0
20878,BICICLETAS,COMPRA VENTA DE JUGUETES Y  BICICLETAS INTERBIKE  S.A. DE C.V.,DISTRITO FEDERAL,0
20879,BICICLETAS,COMPRA VENTA DE JUGUETES Y  BICICLETAS INTERBIKE  S.A. DE C.V.,DISTRITO FEDERAL,0
20880,BICICLETAS,COMPRA VENTA DE JUGUETES Y  BICICLETAS INTERBIKE  S.A. DE C.V.,DISTRITO FEDERAL,0
20881,JUGOS,JUGUETIKIDS Y/O ELVIRA GALLARDO ESCANDON,DISTRITO FEDERAL,0
20882,JUGUETES,JUGUETIKIDS Y/O ELVIRA GALLARDO ESCANDON,DISTRITO FEDERAL,0
20883,JUGUETES,JUGUETIKIDS Y/O ELVIRA GALLARDO ESCANDON,DISTRITO FEDERAL,0
20884,JUGUETES,CHRISMAR Y/O CARLOS EDUARDO MARISCAL MACIEL,DISTRITO FEDERAL,0
20885,JUGUETES,CHRISMAR Y/O CARLOS EDUARDO MARISCAL MACIEL,DISTRITO FEDERAL,0
20886,JUGUETES,CHRISMAR Y/O CARLOS EDUARDO MARISCAL MACIEL,DISTRITO FEDERAL,0
20887,BRANDY,MINI SUPER EL AVENTURERO CARNES FRIAS Y CERVEZA Y/O JOSE PEREZ COLIN,DISTRITO FEDERAL,0
20888,WHISKY,MINI SUPER EL AVENTURERO CARNES FRIAS Y CERVEZA Y/O JOSE PEREZ COLIN,DISTRITO FEDERAL,0
20889,JUGUETES,SUBURBIA S. DE R.L. DE C.V.,DISTRITO FEDERAL,0
20890,JUGUETES,SUBURBIA S. DE R.L. DE C.V.,DISTRITO FEDERAL,0
20891,JUGUETES,SUBURBIA S. DE R.L. DE C.V.,DISTRITO FEDERAL,0
20892,ZAPATOS,ZAPATERIA LA MODA Y/O CALZADO MADISON  S.A. DE C.V.,DISTRITO FEDERAL,0
20893,ZAPATOS,ZAPATERIA LA MODA Y/O CALZADO MADISON  S.A. DE C.V.,DISTRITO FEDERAL,0
20894,ZAPATOS,ZAPATERIA LA MODA Y/O CALZADO MADISON  S.A. DE C.V.,DISTRITO FEDERAL,0
20895,ZAPATOS,CALZADOS ELVETEA  S.A. DE C.V.,DISTRITO FEDERAL,0
20896,ZAPATOS,CALZADOS ELVETEA  S.A. DE C.V.,DISTRITO FEDERAL,0
20897,ZAPATOS,CALZADOS ELVETEA  S.A. DE C.V.,DISTRITO FEDERAL,0
20898,ZAPATOS,CALZADOS ELVETEA  S.A. DE C.V.,DISTRITO FEDERAL,0
20899,ZAPATOS,CALZADOS ELVETEA  S.A. DE C.V.,DISTRITO FEDERAL,0
20900,ZAPATOS,CALZADOS ELVETEA  S.A. DE C.V.,DISTRITO FEDERAL,0
20901,ZAPATOS,CALZADOS CORIMA  S.A. DE C.V.,DISTRITO FEDERAL,0
20902,ZAPATOS,CALZADOS CORIMA  S.A. DE C.V.,DISTRITO FEDERAL,0
20903,ZAPATOS,CALZADOS CORIMA  S.A. DE C.V.,DISTRITO FEDERAL,0
20904,ZAPATOS,CALZADOS CORIMA  S.A. DE C.V.,DISTRITO FEDERAL,0
20905,ZAPATOS,CALZADOS CORIMA  S.A. DE C.V.,DISTRITO FEDERAL,0
20906,VIDEO JUEGO,ELEKTRA DEL MILENIO  S.A. DE C.V.,DISTRITO FEDERAL,0
20907,VIDEO JUEGO,ELEKTRA DEL MILENIO  S.A. DE C.V.,DISTRITO FEDERAL,0
20908,DULCES Y GOLOSINAS,ASI DULCES  S.A. DE C.V.,DISTRITO FEDERAL,0
20909,DULCES Y GOLOSINAS,ASI DULCES  S.A. DE C.V.,DISTRITO FEDERAL,0
20910,GALLETAS,ASI DULCES  S.A. DE C.V.,DISTRITO FEDERAL,0
20911,GALLETAS,ASI DULCES  S.A. DE C.V.,DISTRITO FEDERAL,0
