id,Producto,Tienda,Estado,Incumplimiento
7227,TEQUILA,TIENDAS EXTRA  S.A. DE C.V.,DISTRITO FEDERAL,0
7228,AGUA  PURIFICADA,TIENDAS EXTRA  S.A. DE C.V.,DISTRITO FEDERAL,0
7229,VODKA,TIENDAS EXTRA  S.A. DE C.V.,DISTRITO FEDERAL,0
7230,TEQUILA REPOSADO,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
7231,TEQUILA REPOSADO,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
7232,RON,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
7233,RON,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,0
7234,TEQUILA REPOSADO,TIENDAS EXTRA  S.A. DE C.V.,DISTRITO FEDERAL,0
7235,TEQUILA REPOSADO,TIENDAS EXTRA  S.A. DE C.V.,DISTRITO FEDERAL,0
7236,VODKA,TIENDAS EXTRA  S.A. DE C.V.,DISTRITO FEDERAL,0
7237,BRANDY,TIENDAS EXTRA  S.A. DE C.V.,DISTRITO FEDERAL,0
7238,TEQUILA REPOSADO,7 ELEVEN DE MEXICO  S.A. DE C.V.,DISTRITO FEDERAL,0
7239,TEQUILA REPOSADO,7 ELEVEN DE MEXICO  S.A. DE C.V.,DISTRITO FEDERAL,0
7240,VODKA,7 ELEVEN DE MEXICO  S.A. DE C.V.,DISTRITO FEDERAL,0
7241,WHISKY ESCOCES,7 ELEVEN DE MEXICO  S.A. DE C.V.,DISTRITO FEDERAL,0
7242,ACCESORIOS ELECTRICOS,DISTRIBUIDORA FOTOGRAFICA FAYRUZ Y/O JORGE ALBERTO FLORES ACOSTA,DISTRITO FEDERAL,0
7243,ACC. FOTOGRAFICOS,DISTRIBUIDORA FOTOGRAFICA FAYRUZ Y/O JORGE ALBERTO FLORES ACOSTA,DISTRITO FEDERAL,0
7244,APARATOS ELECTRICOS,DISTRIBUIDORA FOTOGRAFICA FAYRUZ Y/O JORGE ALBERTO FLORES ACOSTA,DISTRITO FEDERAL,0
7245,PILAS,DISTRIBUIDORA FOTOGRAFICA FAYRUZ Y/O JORGE ALBERTO FLORES ACOSTA,DISTRITO FEDERAL,0
7246,PILAS,DISTRIBUIDORA FOTOGRAFICA FAYRUZ Y/O JORGE ALBERTO FLORES ACOSTA,DISTRITO FEDERAL,0
7247,ARTICULOS  DE LIMPIEZA,ABARROTES LA LUCHA Y/O MARINA ENRIQUEZ HERNANDEZ,DISTRITO FEDERAL,0
7248,ENSALADAS,ABARROTES LA LUCHA Y/O MARINA ENRIQUEZ HERNANDEZ,DISTRITO FEDERAL,0
7249,CEREALES,ABARROTES LA LUCHA Y/O MARINA ENRIQUEZ HERNANDEZ,DISTRITO FEDERAL,0
7250,REFRESCOS,ABARROTES ELENITA    Y/O   PETRA ORTEGA TAPIA,DISTRITO FEDERAL,0
7251,FRIJOLES,ABARROTES ELENITA    Y/O   PETRA ORTEGA TAPIA,DISTRITO FEDERAL,0
7252,ARTICULOS DEL HOGAR,CREMERIA 'MAGOS' Y/O MARCO ANTONIO GARCIA BARRERA,DISTRITO FEDERAL,0
7253,SARDINAS,CREMERIA 'MAGOS' Y/O MARCO ANTONIO GARCIA BARRERA,DISTRITO FEDERAL,0
7254,PRODUCTOS ALIMENTICIOS,CREMERIA 'MAGOS' Y/O MARCO ANTONIO GARCIA BARRERA,DISTRITO FEDERAL,0
7255,ARTICULOS DE FERRETERIA,CASA SAN MARTIN Y/O ENRIQUE CARDENAS PEREDA,DISTRITO FEDERAL,0
7256,ARTICULOS DE FERRETERIA,CASA SAN MARTIN Y/O ENRIQUE CARDENAS PEREDA,DISTRITO FEDERAL,0
7257,ARTICULOS DE FERRETERIA,CASA SAN MARTIN Y/O ENRIQUE CARDENAS PEREDA,DISTRITO FEDERAL,0
7258,ARTICULOS DE FERRETERIA,FERREMISTERIOS Y/O JORGE ARTURO CAMPERO MALO,DISTRITO FEDERAL,0
7259,ARTICULOS DE FERRETERIA,FERREMISTERIOS Y/O JORGE ARTURO CAMPERO MALO,DISTRITO FEDERAL,0
7260,ARTICULOS DE FERRETERIA,FERREMISTERIOS Y/O JORGE ARTURO CAMPERO MALO,DISTRITO FEDERAL,0
7261,ARTICULOS DE FERRETERIA,FERREMISTERIOS Y/O JORGE ARTURO CAMPERO MALO,DISTRITO FEDERAL,0
7262,ARTICULOS DE FERRETERIA,FERREMISTERIOS Y/O JORGE ARTURO CAMPERO MALO,DISTRITO FEDERAL,0
7263,ARTICULOS DE FERRETERIA,FERREMISTERIOS Y/O JORGE ARTURO CAMPERO MALO,DISTRITO FEDERAL,0
7264,ARTICULOS DE FERRETERIA,MCT MISTERIOS Y/O ALBERTO LUIS CALDERON MARTINEZ,DISTRITO FEDERAL,0
7265,ARTICULOS DE FERRETERIA,MCT MISTERIOS Y/O ALBERTO LUIS CALDERON MARTINEZ,DISTRITO FEDERAL,0
7266,ARTICULOS DE FERRETERIA,MCT MISTERIOS Y/O ALBERTO LUIS CALDERON MARTINEZ,DISTRITO FEDERAL,0
7267,ARTICULOS DE FERRETERIA,MCT MISTERIOS Y/O ALBERTO LUIS CALDERON MARTINEZ,DISTRITO FEDERAL,0
7268,ARTICULOS DE FERRETERIA,MCT MISTERIOS Y/O ALBERTO LUIS CALDERON MARTINEZ,DISTRITO FEDERAL,0
7269,ARTICULOS DE FERRETERIA,MCT MISTERIOS Y/O ALBERTO LUIS CALDERON MARTINEZ,DISTRITO FEDERAL,0
7270,ARTICULOS DE FERRETERIA,MCT MISTERIOS Y/O ALBERTO LUIS CALDERON MARTINEZ,DISTRITO FEDERAL,0
7271,APARATOS ELECTRICOS,EL PAVOREAL Y/O GEORGINA RAQUEL TAPIA SANCHEZ,DISTRITO FEDERAL,0
7272,ARTICULOS DE FERRETERIA,TLAPALERIA ADRIANA,DISTRITO FEDERAL,0
7273,ARTICULOS DE FERRETERIA,TLAPALERIA ADRIANA,DISTRITO FEDERAL,0
7274,TEQUILA REPOSADO,EL CHUPON VINOS Y LICORES,DISTRITO FEDERAL,0
7275,TEQUILA REPOSADO,EL CHUPON VINOS Y LICORES,DISTRITO FEDERAL,0
7276,TEQUILA JOVEN,EL CHUPON VINOS Y LICORES,DISTRITO FEDERAL,0
7277,TEQUILA REPOSADO,EL CHUPON VINOS Y LICORES,DISTRITO FEDERAL,0
7278,TEQUILA,LOS AGAVEROS,DISTRITO FEDERAL,0
7279,TEQUILA REPOSADO,LOS AGAVEROS,DISTRITO FEDERAL,0
7280,REFRESCOS,LOS AGAVEROS,DISTRITO FEDERAL,0
7281,AGUA  PURIFICADA,LOS AGAVEROS,DISTRITO FEDERAL,0
7282,RON,LOS AGAVEROS,DISTRITO FEDERAL,0
7283,TEQUILA,ABARROTES VINOS Y LICORES LOS 7 BARRIOS,DISTRITO FEDERAL,0
7284,REFRESCOS,ABARROTES VINOS Y LICORES LOS 7 BARRIOS,DISTRITO FEDERAL,0
7285,FRIJOLES,ABARROTES VINOS Y LICORES LOS 7 BARRIOS,DISTRITO FEDERAL,0
7286,DESTILADO DE CAÐA,ABARROTES VINOS Y LICORES LOS 7 BARRIOS,DISTRITO FEDERAL,0
7287,ENSALADAS,VINOS Y LICORES IVONNE Y/O ISRAEL SALINAS PINEDA,DISTRITO FEDERAL,0
7288,PRODUCTOS ALIMENTICIOS,VINOS Y LICORES IVONNE Y/O ISRAEL SALINAS PINEDA,DISTRITO FEDERAL,0
7289,PRODUCTOS ALIMENTICIOS,VINOS Y LICORES IVONNE Y/O ISRAEL SALINAS PINEDA,DISTRITO FEDERAL,0
7290,BLOQUEADORES  BRONCEADORES Y FILTROS SOL,TIENDAS SORIANA  S.A. DE C.V.,DISTRITO FEDERAL,0
7291,BLOQUEADORES  BRONCEADORES Y FILTROS SOL,TIENDAS SORIANA  S.A. DE C.V.,DISTRITO FEDERAL,0
7292,EQUIPO DE COMPUTO,DISTRIBUIDORA MS Y/O SOCORRO CRUZ MARTINEZ,DISTRITO FEDERAL,0
7293,CONSUMIBLES DE COMPUTO,DISTRIBUIDORA MS Y/O SOCORRO CRUZ MARTINEZ,DISTRITO FEDERAL,0
7294,EQUIPO DE COMPUTO,DISTRIBUIDORA MS Y/O SOCORRO CRUZ MARTINEZ,DISTRITO FEDERAL,0
7295,ACCESORIOS ELECTRONICOS,DISTRIBUIDORA MS Y/O SOCORRO CRUZ MARTINEZ,DISTRITO FEDERAL,0
7296,ACCESORIOS ELECTRONICOS,DISTRIBUIDORA MS Y/O SOCORRO CRUZ MARTINEZ,DISTRITO FEDERAL,0
7297,ACCESORIOS ELECTRONICOS,DISTRIBUIDORA MS Y/O SOCORRO CRUZ MARTINEZ,DISTRITO FEDERAL,0
7298,EQUIPO DE COMPUTO,DISTRIBUIDORA MS Y/O SOCORRO CRUZ MARTINEZ,DISTRITO FEDERAL,0
7299,ARTICULOS DE PIEL,BELA PRIME  S.A. DE C.V.,DISTRITO FEDERAL,0
7300,ARTICULOS DE PIEL,BELA PRIME  S.A. DE C.V.,DISTRITO FEDERAL,0
7301,ARTICULOS DE PIEL,BELA PRIME  S.A. DE C.V.,DISTRITO FEDERAL,0
7302,ROPA INFANTIL,CARRUSEL Y/O PIOMBINO  S.A. DE C.V.,DISTRITO FEDERAL,0
7303,ROPA INFANTIL,CARRUSEL Y/O PIOMBINO  S.A. DE C.V.,DISTRITO FEDERAL,0
7304,ROPA INFANTIL,CARRUSEL Y/O PIOMBINO  S.A. DE C.V.,DISTRITO FEDERAL,0
7305,PANTALON,CARRUSEL Y/O PIOMBINO  S.A. DE C.V.,DISTRITO FEDERAL,0
7306,PLAYERAS,CARRUSEL Y/O PIOMBINO  S.A. DE C.V.,DISTRITO FEDERAL,0
7307,JOYERIA DE FANTASIA,QI ZHU,DISTRITO FEDERAL,0
7308,JOYERIA DE FANTASIA,QI ZHU,DISTRITO FEDERAL,0
7309,JOYERIA DE FANTASIA,QI ZHU,DISTRITO FEDERAL,0
7310,JOYERIA DE FANTASIA,QI ZHU,DISTRITO FEDERAL,0
7311,JOYERIA DE FANTASIA,QI ZHU,DISTRITO FEDERAL,0
7312,ATUN,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V. (BODEGA AURRERA),DISTRITO FEDERAL,0
7313,ATUN,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V. (BODEGA AURRERA),DISTRITO FEDERAL,0
7314,ATUN,TIENDAS CHEDRAUI  S.A. DE C.V.,DISTRITO FEDERAL,0
7315,ATUN,TIENDAS CHEDRAUI  S.A. DE C.V.,DISTRITO FEDERAL,0
7316,ATUN,TIENDAS CHEDRAUI  S.A. DE C.V.,DISTRITO FEDERAL,0
7317,ATUN,TIENDAS CHEDRAUI  S.A. DE C.V.,DISTRITO FEDERAL,0
7318,ATUN,TIENDAS CHEDRAUI  S.A. DE C.V.,DISTRITO FEDERAL,0
7319,ATUN,TIENDAS CHEDRAUI  S.A. DE C.V.,DISTRITO FEDERAL,0
7320,ATUN,TIENDAS CHEDRAUI  S.A. DE C.V.,DISTRITO FEDERAL,0
7321,ATUN,TIENDAS CHEDRAUI  S.A. DE C.V.,DISTRITO FEDERAL,0
7322,ARTICULOS DE FERRETERIA,TIENDAS CHEDRAUI  S.A. DE C.V.,DISTRITO FEDERAL,0
7323,SALSA,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (SUPERAMA),DISTRITO FEDERAL,0
7324,MAYONESA,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (SUPERAMA),DISTRITO FEDERAL,0
7325,FRIJOLES,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (SUPERAMA),DISTRITO FEDERAL,0
7326,APARATOS ELECTRICOS,MATERIALES Y ELECTRICOS EMSA  S.A. DE C.V.,DISTRITO FEDERAL,0
7327,APARATOS ELECTRICOS,MATERIALES Y ELECTRICOS EMSA  S.A. DE C.V.,DISTRITO FEDERAL,0
7328,LINTERNAS,MATERIALES Y ELECTRICOS EMSA  S.A. DE C.V.,DISTRITO FEDERAL,0
7329,ACCESORIOS ELECTRICOS,MATERIALES Y ELECTRICOS EMSA  S.A. DE C.V.,DISTRITO FEDERAL,0
7330,ACCESORIOS ELECTRICOS,FERRETERIA   'MI BODEGA'  Y/O MELECIO MARTINEZ JASSO,DISTRITO FEDERAL,0
7331,ACCESORIOS ELECTRICOS,FERRETERIA   'MI BODEGA'  Y/O MELECIO MARTINEZ JASSO,DISTRITO FEDERAL,0
7332,APARATOS ELECTRICOS,FERRETERIA   'MI BODEGA'  Y/O MELECIO MARTINEZ JASSO,DISTRITO FEDERAL,0
7333,ACCESORIOS ELECTRICOS,FERRETERIA   'MI BODEGA'  Y/O MELECIO MARTINEZ JASSO,DISTRITO FEDERAL,0
7334,ACCESORIOS ELECTRICOS,FERRETERIA   'MI BODEGA'  Y/O MELECIO MARTINEZ JASSO,DISTRITO FEDERAL,0
7335,APARATOS ELECTRICOS,FERRETERIA   'MI BODEGA'  Y/O MELECIO MARTINEZ JASSO,DISTRITO FEDERAL,0
7336,LINTERNAS,FERRETEROS UNIDOS  S.A. DE C.V.,DISTRITO FEDERAL,0
7337,LINTERNAS,FERRETEROS UNIDOS  S.A. DE C.V.,DISTRITO FEDERAL,0
7338,APARATOS ELECTRICOS,FERRETEROS UNIDOS  S.A. DE C.V.,DISTRITO FEDERAL,0
7339,ARTICULOS DE FERRETERIA,LOS PICOS DE EUROPA Y/O PERLA REBECA GOMEZ REYES,DISTRITO FEDERAL,0
7340,MATERIALES P/CONSTRUCCION,LOS PICOS DE EUROPA Y/O PERLA REBECA GOMEZ REYES,DISTRITO FEDERAL,0
7341,PILAS,LOS PICOS DE EUROPA Y/O PERLA REBECA GOMEZ REYES,DISTRITO FEDERAL,0
7342,ARTICULOS DE FERRETERIA,FERRETERIA Y TLAPALERIA CAMARONES,DISTRITO FEDERAL,0
7343,PINTURAS  (MATERIALES PARA CONST),FERRETERIA Y TLAPALERIA CAMARONES,DISTRITO FEDERAL,0
7344,PILAS,FERRETERIA Y TLAPALERIA CAMARONES,DISTRITO FEDERAL,0
7345,ARTICULOS DE FERRETERIA,TLAPALERIA SAN FELIPE,DISTRITO FEDERAL,0
7346,PINTURAS  (MATERIALES PARA CONST),TLAPALERIA SAN FELIPE,DISTRITO FEDERAL,0
7347,HERRAMIENTAS,FERRETERIA Y TLAPALERIA POSADAS,DISTRITO FEDERAL,0
7348,HERRAMIENTAS,FERRETERIA Y TLAPALERIA POSADAS,DISTRITO FEDERAL,0
7349,HERRAMIENTAS,FERRETERIA Y TLAPALERIA POSADAS,DISTRITO FEDERAL,0
7350,TEQUILA REPOSADO,COMERCIAL SUPER ALIANZA  S.A. DE C.V.,DISTRITO FEDERAL,0
7351,TEQUILA REPOSADO,COMERCIAL SUPER ALIANZA  S.A. DE C.V.,DISTRITO FEDERAL,0
7352,TEQUILA REPOSADO,COMERCIAL SUPER ALIANZA  S.A. DE C.V.,DISTRITO FEDERAL,0
7353,TEQUILA REPOSADO,COMERCIAL SUPER ALIANZA  S. A. DE C. V.,DISTRITO FEDERAL,0
7354,TEQUILA REPOSADO,COMERCIAL SUPER ALIANZA  S. A. DE C. V.,DISTRITO FEDERAL,0
7355,TEQUILA REPOSADO,COMERCIAL SUPER ALIANZA  S. A. DE C. V.,DISTRITO FEDERAL,0
7356,FRITURAS Y BOTANAS,COMERCIAL SUPER ALIANZA  S. A. DE C. V.,DISTRITO FEDERAL,0
7357,FRITURAS Y BOTANAS,COMERCIAL SUPER ALIANZA  S. A. DE C. V.,DISTRITO FEDERAL,0
7358,REFRESCOS,COMERCIAL SUPER ALIANZA  S. A. DE C. V.,DISTRITO FEDERAL,0
7359,TEQUILA BLANCO,COMERCIAL SUPER ALIANZA  S.A. DE C.V.  A EN P,DISTRITO FEDERAL,0
7360,TEQUILA REPOSADO,COMERCIAL SUPER ALIANZA  S.A. DE C.V.  A EN P,DISTRITO FEDERAL,0
7361,MEZCAL REPOSADO,COMERCIAL SUPER ALIANZA  S.A. DE C.V.  A EN P,DISTRITO FEDERAL,0
7362,MEZCAL,COMERCIAL SUPER ALIANZA  S.A. DE C.V.  A EN P,DISTRITO FEDERAL,0
7363,CREMA (BEBIDA ALCOHOLICA),COMERCIAL SUPER ALIANZA  S.A. DE C.V.  A EN P,DISTRITO FEDERAL,0
7364,VERDURAS ENLATADAS,TIENDAS TRES B  S.A. DE C.V.,DISTRITO FEDERAL,0
7365,CATSUP,TIENDAS TRES B  S.A. DE C.V.,DISTRITO FEDERAL,0
7366,MAYONESA,TIENDAS TRES B  S.A. DE C.V.,DISTRITO FEDERAL,0
7367,CATSUP,TIENDAS TRES B  S.A. DE C.V.,DISTRITO FEDERAL,0
7368,MAYONESA,TIENDAS TRES B  S.A. DE C.V.,DISTRITO FEDERAL,0
7369,ACEITE COMESTIBLE,TIENDAS TRES B  S.A. DE C.V.,DISTRITO FEDERAL,0
7370,TEQUILA REPOSADO,CADENA COMERCIAL OXXO  S.A. DE C.V.   ( OXXO ),DISTRITO FEDERAL,0
7371,TEQUILA REPOSADO,CADENA COMERCIAL OXXO  S.A. DE C.V.   ( OXXO ),DISTRITO FEDERAL,0
7372,GALLETAS,CADENA COMERCIAL OXXO  S.A. DE C.V.   ( OXXO ),DISTRITO FEDERAL,0
7373,RON,CADENA COMERCIAL OXXO  S.A. DE C.V.   ( OXXO ),DISTRITO FEDERAL,0
7374,TEQUILA REPOSADO,7 ELEVEN MEXICO  S.A. DE C.V.,DISTRITO FEDERAL,0
7375,TEQUILA REPOSADO,7 ELEVEN MEXICO  S.A. DE C.V.,DISTRITO FEDERAL,0
7376,REFRESCOS,7 ELEVEN MEXICO  S.A. DE C.V.,DISTRITO FEDERAL,0
7377,WHISKY ESCOCES,7 ELEVEN MEXICO  S.A. DE C.V.,DISTRITO FEDERAL,0
7378,ACCESORIOS PARA AUTOS,AUTOZONE DE MEXICO  S. DE R.L. DE C.V.,DISTRITO FEDERAL,1
7379,ARTICULOS DE PAPELERIA,INTERMARQ  S.A. DE C.V.,DISTRITO FEDERAL,0
7380,ARTICULOS DE BELLEZA,INTERMARQ  S.A. DE C.V.,DISTRITO FEDERAL,0
7381,ARTICULOS DEL HOGAR,INTERMARQ  S.A. DE C.V.,DISTRITO FEDERAL,0
7382,ARTICULOS DE BELLEZA,INTERMARQ  S.A. DE C.V.,DISTRITO FEDERAL,0
7383,ARTICULOS DE BELLEZA,INTERMARQ  S.A. DE C.V.,DISTRITO FEDERAL,0
7384,ACCESORIOS PARA DAMA,NOVEDADES GABY Y/O JAVIER VITE REYES,DISTRITO FEDERAL,0
7385,ACCESORIOS PARA DAMA,NOVEDADES GABY Y/O JAVIER VITE REYES,DISTRITO FEDERAL,0
7386,ACCESORIOS PARA DAMA,NOVEDADES GABY Y/O JAVIER VITE REYES,DISTRITO FEDERAL,0
7387,ARTICULOS DE BELLEZA,NOVEDADES LOS ARCOS Y/O KARIM ANTONIO REZC GUTIERREZ,DISTRITO FEDERAL,0
7388,ARTICULOS DE BELLEZA,NOVEDADES LOS ARCOS Y/O KARIM ANTONIO REZC GUTIERREZ,DISTRITO FEDERAL,0
7389,ARTICULOS DE BELLEZA,NOVEDADES LOS ARCOS Y/O KARIM ANTONIO REZC GUTIERREZ,DISTRITO FEDERAL,0
7390,ARTICULOS DE BELLEZA,NOVEDADES JHONNY  Y/O CECILIA GODINEZ GARCIA,DISTRITO FEDERAL,0
7391,ARTICULOS DE BELLEZA,NOVEDADES JHONNY  Y/O CECILIA GODINEZ GARCIA,DISTRITO FEDERAL,0
7392,ARTICULOS DE BELLEZA,NOVEDADES JHONNY  Y/O CECILIA GODINEZ GARCIA,DISTRITO FEDERAL,0
7393,ROPA INFANTIL,UNIFORMES ESCOLARES LA TERESITA,DISTRITO FEDERAL,0
7394,ROPA CABALLERO,UNIFORMES ESCOLARES LA TERESITA,DISTRITO FEDERAL,0
7395,PLAYERAS,UNIFORMES ESCOLARES LA TERESITA,DISTRITO FEDERAL,0
7396,ACCESORIOS PARA DAMA,REAL COCO,DISTRITO FEDERAL,0
7397,ACCESORIOS PARA CABALLERO,REAL COCO,DISTRITO FEDERAL,0
7398,ACCESORIOS PARA DAMA,REAL COCO,DISTRITO FEDERAL,0
7399,ACCESORIOS PARA DAMA,REAL COCO,DISTRITO FEDERAL,0
7400,ACCESORIOS PARA CABALLERO,REAL COCO,DISTRITO FEDERAL,0
7401,PRENDAS DE VESTIR,BONETERIA ANGELITA,DISTRITO FEDERAL,0
7402,PLAYERAS,BONETERIA ANGELITA,DISTRITO FEDERAL,0
7403,ROPA INFANTIL,BONETERIA ANGELITA,DISTRITO FEDERAL,0
7404,ROPA INFANTIL,BONETERIA ANGELITA,DISTRITO FEDERAL,0
7405,ROPA INFANTIL,BONETERIA ANGELITA,DISTRITO FEDERAL,0
7406,ARTICULOS ESCOLARES,IMPORTACIONES EMY YUAN  S.A. DE C.V.,DISTRITO FEDERAL,0
7407,ARTICULOS PARA EL CABELLO,IMPORTACIONES EMY YUAN  S.A. DE C.V.,DISTRITO FEDERAL,0
7408,ARTICULOS PARA DECORACION,IMPORTACIONES EMY YUAN  S.A. DE C.V.,DISTRITO FEDERAL,0
7409,TEQUILA REPOSADO,COMERCIAL SUPER ALIANZA  S.A. DE C.V.,DISTRITO FEDERAL,0
7410,TEQUILA REPOSADO,COMERCIAL SUPER ALIANZA  S.A. DE C.V.,DISTRITO FEDERAL,0
7411,REFRESCOS,COMERCIAL SUPER ALIANZA  S.A. DE C.V.,DISTRITO FEDERAL,0
7412,BRANDY,COMERCIAL SUPER ALIANZA  S.A. DE C.V.,DISTRITO FEDERAL,0
7413,TEQUILA BLANCO,COMERCIAL SUPER ALIANZA  S.A. DE C.V. Y/O LA ARAGONESA,DISTRITO FEDERAL,0
7414,TEQUILA REPOSADO,COMERCIAL SUPER ALIANZA  S.A. DE C.V. Y/O LA ARAGONESA,DISTRITO FEDERAL,0
7415,REFRESCOS,COMERCIAL SUPER ALIANZA  S.A. DE C.V. Y/O LA ARAGONESA,DISTRITO FEDERAL,0
7416,MAYONESA,COMERCIAL SUPER ALIANZA  S.A. DE C.V. Y/O LA ARAGONESA,DISTRITO FEDERAL,0
7417,BRANDY,COMERCIAL SUPER ALIANZA  S.A. DE C.V. Y/O LA ARAGONESA,DISTRITO FEDERAL,0
7418,PANTALON,MULTIBONETERIA  S.A. DE C.V.,DISTRITO FEDERAL,0
7419,PRENDAS DE VESTIR,MULTIBONETERIA  S.A. DE C.V.,DISTRITO FEDERAL,0
7420,TRAJE DE BAÐO,MULTIBONETERIA  S.A. DE C.V.,DISTRITO FEDERAL,0
7421,TRAJE DE BAÐO,MULTIBONETERIA  S.A. DE C.V.,DISTRITO FEDERAL,0
7422,PLAYERAS,MULTIBONETERIA  S.A. DE C.V.,DISTRITO FEDERAL,0
7423,LECHE,SANTA CLARA MERCANTIL DE PACHUCA   S. DE RL DE CV..,HIDALGO,1
7424,LECHE,SANTA CLARA MERCANTIL DE PACHUCA   S. DE RL DE CV..,HIDALGO,1
7425,LECHE,SANTA CLARA MERCANTIL DE PACHUCA   S. DE RL DE CV..,HIDALGO,1
7426,LECHE,SANTA CLARA MERCANTIL DE PACHUCA   S. DE RL DE CV..,HIDALGO,1
7427,LECHE,SANTA CLARA MERCANTIL DE PACHUCA   S. DE RL DE CV..,HIDALGO,1
7428,LECHE,SANTA CLARA MERCANTIL DE PACHUCA   S. DE RL DE CV..,HIDALGO,1
7429,LECHE,SANTA CLARA MERCANTIL DE PACHUCA   S. DE RL DE CV..,HIDALGO,1
7430,LECHE,SANTA CLARA MERCANTIL DE PACHUCA   S. DE RL DE CV..,HIDALGO,1
7431,LECHE,ALIMENTOS LA CONCORDIA  S.A. DE C.V.,MEXICO,1
7432,LECHE,ALIMENTOS LA CONCORDIA  S.A. DE C.V.,MEXICO,1
7433,LECHE,ALIMENTOS LA CONCORDIA  S.A. DE C.V.,MEXICO,1
7434,LECHE,ALIMENTOS LA CONCORDIA  S.A. DE C.V.,MEXICO,1
7435,AGUA  PURIFICADA,ABARROTES  BUCAM   Y/O GUILLERMO RICARDO BUENDIA CAMPOS,DISTRITO FEDERAL,0
7436,DULCES Y GOLOSINAS,ABARROTES  BUCAM   Y/O GUILLERMO RICARDO BUENDIA CAMPOS,DISTRITO FEDERAL,0
7437,REFRESCOS,ABARROTES  BUCAM   Y/O GUILLERMO RICARDO BUENDIA CAMPOS,DISTRITO FEDERAL,0
7438,MERCERIA Y BONETERIA,LA PRINCIPAL,DISTRITO FEDERAL,0
7439,MERCERIA Y BONETERIA,LA PRINCIPAL,DISTRITO FEDERAL,0
7440,MERCERIA Y BONETERIA,LA PRINCIPAL,DISTRITO FEDERAL,0
7441,MERCERIA Y BONETERIA,LA PRINCIPAL,DISTRITO FEDERAL,0
7442,ARTICULOS DE PAPELERIA,DISTRIBUIDORA SAN ALBERTO  S.A. DE C.V.,DISTRITO FEDERAL,0
7443,ARTICULOS DE PAPELERIA,DISTRIBUIDORA SAN ALBERTO  S.A. DE C.V.,DISTRITO FEDERAL,0
7444,MERCERIA Y BONETERIA,DISTRIBUIDORA SAN ALBERTO  S.A. DE C.V.,DISTRITO FEDERAL,0
7445,ACCESORIOS PARA DAMA,NIKY Y/O YELIDAN S.A. DE C.V.,DISTRITO FEDERAL,0
7446,ACCESORIOS PARA DAMA,NIKY Y/O YELIDAN S.A. DE C.V.,DISTRITO FEDERAL,0
7447,ACCESORIOS PARA DAMA,NIKY Y/O YELIDAN S.A. DE C.V.,DISTRITO FEDERAL,0
7448,ACCESORIOS PARA DAMA,NIKY Y/O YELIDAN S.A. DE C.V.,DISTRITO FEDERAL,0
7449,ACCESORIOS PARA DAMA,NIKY Y/O YELIDAN S.A. DE C.V.,DISTRITO FEDERAL,0
7450,ACCESORIOS PARA DAMA,NIKY Y/O YELIDAN S.A. DE C.V.,DISTRITO FEDERAL,0
7451,ROPA INFANTIL,EL MUNDO MAGICO,DISTRITO FEDERAL,0
7452,ROPA INFANTIL,EL MUNDO MAGICO,DISTRITO FEDERAL,0
7453,PLAYERAS,EL MUNDO MAGICO,DISTRITO FEDERAL,0
7454,ROPA INFANTIL,EL MUNDO MAGICO,DISTRITO FEDERAL,0
7455,ROPA INFANTIL,EL MUNDO MAGICO,DISTRITO FEDERAL,0
7456,ACCESORIOS PARA DAMA,H.K.S.  S.A. DE C.V.,DISTRITO FEDERAL,0
7457,ACCESORIOS PARA CABALLERO,H.K.S.  S.A. DE C.V.,DISTRITO FEDERAL,0
7458,ACCESORIOS PARA DAMA,H.K.S.  S.A. DE C.V.,DISTRITO FEDERAL,0
7459,ACCESORIOS PARA DAMA,H.K.S.  S.A. DE C.V.,DISTRITO FEDERAL,0
7460,ACCESORIOS PARA DAMA,H.K.S.  S.A. DE C.V.,DISTRITO FEDERAL,0
7461,ACCESORIOS ELECTRONICOS,NAUTIACS  S.A. DE C.V.,DISTRITO FEDERAL,0
7462,ACCESORIOS ELECTRONICOS,NAUTIACS  S.A. DE C.V.,DISTRITO FEDERAL,0
7463,ACCESORIOS ELECTRONICOS,NAUTIACS  S.A. DE C.V.,DISTRITO FEDERAL,0
7464,MIEL DE ABEJA,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.   ( MEGA COMERCIAL MEXICANA ),DISTRITO FEDERAL,0
7465,LECHE,LICONSA   S.A. DE C.V.,MEXICO,0
7466,LECHE,LICONSA   S.A. DE C.V.,MEXICO,1
7467,LECHE,LICONSA   S.A. DE C.V.,MEXICO,0
7468,LECHE,LICONSA   S.A. DE C.V.,MEXICO,1
7469,LECHE,LICONSA   S.A. DE C.V.,MEXICO,0
